family	paralog_name	paralog_type	classification	mean_TPM	median_TPM	max_TPM	tissues_detected	samples_detected	pct_samples	pearson_r_vs_parent	pearson_pvalue	tissue_specificity
Pgam1	Pgam1-dl7	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Pgk1	Pgk1-dl1	dl	supported	207.3130	204.4978	365.4125	6	29	100.0000	0.7586	0.0804	0.0341
Pgk1	Pgk1-dl2	dl	parent correlated	464.5692	449.1073	801.3050	6	29	100.0000	0.8736	0.0230	0.0320
Pgk1	Pgk1-dl3	dl	supported	345.6789	385.4404	557.5475	6	29	100.0000	0.7397	0.0928	0.0331
Pgk1	Pgk1-dl4	dl	parent correlated	610.5654	572.4689	1102.3066	6	29	100.0000	0.8798	0.0208	0.0423
Phb2	Phb2-dl1	dl	supported	711.5306	742.7024	1100.1071	6	29	100.0000	0.3922	0.4419	0.0279
Phgdh	Phgdh-l1	l	parent correlated	513.4083	380.6285	1424.7433	6	29	100.0000	0.9844	0.0004	0.1898
Picalm	Picalm-l1	l	supported	6.2077	4.0278	20.8534	6	29	100.0000	0.3655	0.4762	0.1489
Pin4	Pin4-dl1	dl	supported	220.4894	227.5373	314.4455	6	29	100.0000	0.4729	0.3435	0.0115
Pin4	Pin4-dl2	dl	supported	75.3594	69.6882	109.5551	6	29	100.0000	0.5348	0.2743	0.0126
Pirb	Pirb-l1	l	supported	22.3338	6.6095	94.6588	6	29	100.0000	0.5699	0.2377	0.3631
Pirb	Pirb-l2	l	supported	88.8410	23.0660	387.6851	6	29	100.0000	0.6127	0.1959	0.3665
Pirb	Pirb-l3	l	supported	2.0926	0.5202	14.9654	6	29	100.0000	0.7184	0.1078	0.4708
Pirb	Pirb-l4	l	supported	32.8734	14.7435	138.9832	6	29	100.0000	0.7438	0.0900	0.3319
Pirb	Pirb-rl1	rl	parent correlated	11.0380	1.2526	89.3863	6	25	86.2069	0.9871	0.0002	0.5732
Pkm	Pkm-l1	l	parent correlated	24.3221	17.7048	62.3654	6	29	100.0000	0.9855	0.0003	0.1628
Pkm	Pkm-l2	l	parent correlated	5.9470	3.9483	17.3990	6	29	100.0000	0.9863	0.0003	0.2067
Plcg2	Plcg2-l1	l	parent correlated	1.5532	1.0426	14.0628	6	27	93.1034	0.8459	0.0338	0.2856
Pld6	Pld6-l1	l	parent correlated	6.1283	3.4982	58.9835	6	22	75.8621	0.8054	0.0531	0.2960
Plekhf1	Plekhf1-l1	l	parent correlated	42.5826	35.9184	137.7788	6	29	100.0000	0.9769	0.0008	0.1292
Plekhf2	Plekhf2-dl1	dl	parent correlated	112.9641	63.6639	284.6757	6	29	100.0000	0.9198	0.0094	0.1094
Plekhf2	Plekhf2-dl2	dl	parent correlated	42.3383	26.4745	146.7801	6	29	100.0000	0.9158	0.0103	0.1280
Plk1	Plk1-dl1	dl	parent correlated	59.5620	36.2350	248.4977	6	29	100.0000	0.8923	0.0168	0.1363
Plrg1	Plrg1-dl1	dl	parent correlated	506.9045	419.1977	949.5486	6	29	100.0000	0.8410	0.0359	0.0331
Plscr1	Plscr1-l1	l	supported	34.3584	9.2000	118.1446	6	29	100.0000	0.7526	0.0843	0.3380
Plscr1	Plscr1-l2	l	supported	43.9186	3.4427	269.3998	6	29	100.0000	0.7252	0.1029	0.7271
Pnma5	Pnma5-l1	l	low expression	0.3275	0.0000	5.5591	4	4	13.7931	0.7214	0.1056	0.3813
Poldip2	Poldip2-dl1	dl	parent correlated	38.6190	41.9978	75.4767	6	27	93.1034	0.8668	0.0254	0.0844
Pole3	Pole3-l1	l	supported	108.9903	113.3371	168.3590	6	29	100.0000	0.5699	0.2377	0.0201
Polr1c	Polr1c-l1	l	parent correlated	15.7470	16.4783	23.8951	6	29	100.0000	0.8086	0.0514	0.0197
Polr1d	Polr1d-l1	l	supported	182.9693	175.8919	260.2624	6	29	100.0000	0.1484	0.7790	0.0070
Polr1has	Polr1has-l1	l	supported	1.5612	0.7930	13.4111	6	20	68.9655	0.4979	0.3148	0.1468
Polr2g	Polr2g-dl1	dl	parent correlated	1286.0559	1278.7576	1621.6740	6	29	100.0000	0.8645	0.0263	0.0035
Polr2h	Polr2h-l1	l	supported	284.9900	208.8757	813.0864	6	29	100.0000	0.5851	0.2225	0.1102
Polr2j	Polr2j-dl1	dl	parent correlated	1030.2458	1047.2117	1630.3255	6	29	100.0000	0.9216	0.0090	0.0262
Polr2k	Polr2k-l1	l	supported	136.8685	127.3000	239.1306	6	29	100.0000	0.5785	0.2291	0.0181
Polr2m	Polr2m-l1	l	low expression	1.1822	0.0000	15.3166	4	6	20.6897	0.2272	0.6651	0.5120
Pomp	Pomp-dl1	dl	parent correlated	766.5585	714.2672	1357.6799	6	29	100.0000	0.9645	0.0019	0.0296
Pomp	Pomp-dl2	dl	parent correlated	865.7857	861.9525	1517.9582	6	29	100.0000	0.9627	0.0021	0.0275
Pomp	Pomp-l1	l	parent correlated	219.8708	193.6101	414.2682	6	29	100.0000	0.9917	0.0001	0.0407
Pou2f3	Pou2f3-dl1	dl	parent correlated	14.1373	1.4464	210.7652	6	19	65.5172	0.9948	0.0000	0.7950
Ppa1	Ppa1-dl1	dl	parent correlated	321.8793	215.8507	801.4401	6	29	100.0000	0.9498	0.0037	0.0802
Pphln1	Pphln1-l1	l	supported	127.3326	128.1192	216.8073	6	29	100.0000	0.3852	0.4508	0.0198
Ppia	Ppia-dl1	dl	supported	93.5622	93.5640	153.9492	6	29	100.0000	0.3004	0.5630	0.0391
Ppia	Ppia-dl2	dl	supported	431.0382	354.4615	716.9430	6	29	100.0000	0.3600	0.4834	0.0311
Ppia	Ppia-dl3	dl	supported	26.6882	26.0480	58.0919	6	25	86.2069	0.1360	0.7972	0.0819
Ppia	Ppia-l1	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Ppil1	Ppil1-dl1	dl	parent correlated	147.9564	144.8456	242.9858	6	29	100.0000	0.8840	0.0194	0.0185
Ppp1r14b	Ppp1r14b-dl1	dl	parent correlated	1054.1457	1019.5726	2301.7792	6	29	100.0000	0.9766	0.0008	0.0635
Ppp1r2	Ppp1r2-l1	l	supported	5.6254	5.0438	18.1604	6	29	100.0000	-0.3336	0.5182	0.0228
Ppp3cb	Ppp3cb-l1	l	parent correlated	373.5177	150.6900	1585.8682	6	29	100.0000	0.9339	0.0064	0.3626
Ppp3r1	Ppp3r1-dl1	dl	parent correlated	12.1033	4.7926	69.2592	6	28	96.5517	0.8854	0.0190	0.3552
Ppp4r1	Ppp4r1-l1	l	parent correlated	21.3072	14.2020	55.0421	6	29	100.0000	0.9346	0.0063	0.0995
Ppp4r3b	Ppp4r3b-l1	l	low expression	0.2474	0.0000	7.1753	1	1	3.4483	0.0866	0.8704	1.0000
Prdx1	Prdx1-dl1	dl	parent correlated	825.5244	403.9519	2639.3240	6	29	100.0000	0.9922	0.0001	0.1967
Prdx1	Prdx1-dl2	dl	parent correlated	2342.4031	1214.4345	8283.9837	6	29	100.0000	0.9922	0.0001	0.2015
Prdx1	Prdx1-dl3	dl	parent correlated	606.7873	319.3939	2012.1647	6	29	100.0000	0.9924	0.0001	0.1975
Prdx1	Prdx1-dl4	dl	parent correlated	737.4421	380.9903	2312.0801	6	29	100.0000	0.9966	0.0000	0.1877
Prdx1	Prdx1-dl5	dl	low expression	0.3067	0.0000	8.8937	1	1	3.4483	-0.5173	0.2932	1.0000
Prdx1	Prdx1-l1	l	low expression	10.9294	0.0000	131.0660	3	9	31.0345	0.1083	0.8383	0.7912
Prdx3	Prdx3-dl1	dl	parent correlated	42.1777	42.2092	90.4295	6	26	89.6552	0.8264	0.0426	0.1252
Prdx5	Prdx5-l1	l	parent correlated	499.5988	467.6208	900.2305	6	29	100.0000	0.9952	0.0000	0.0427
Prelid1	Prelid1-dl1	dl	parent correlated	162.1130	163.5367	218.1688	6	29	100.0000	0.9903	0.0001	0.0095
Prelid1	Prelid1-dl2	dl	parent correlated	45.7793	46.0653	80.8593	6	29	100.0000	0.9560	0.0029	0.0039
Prelid1	Prelid1-l1	l	parent correlated	219.9854	209.2753	305.7996	6	29	100.0000	0.9271	0.0078	0.0094
Prelid3b	Prelid3b-dl1	dl	parent correlated	129.1809	129.9384	241.3308	6	29	100.0000	0.9109	0.0116	0.0230
Prim1	Prim1-dl1	dl	supported	77.6442	66.0115	173.9196	6	29	100.0000	0.5790	0.2285	0.0265
Prkci	Prkci-dl1	dl	low expression	0.4273	0.0000	3.1242	4	8	27.5862	0.9344	0.0063	0.4531
Prkrip1	Prkrip1-dl1	dl	supported	287.4436	207.5331	874.1829	6	29	100.0000	-0.3872	0.4483	0.0637
Prkrip1	Prkrip1-dl2	dl	supported	46.3092	44.3592	84.8817	6	29	100.0000	0.6273	0.1825	0.0125
Prnp	Prnp-l1	l	parent correlated	52.7451	18.2928	245.0517	5	22	75.8621	0.9854	0.0003	0.4626
Prps1	Prps1-dl1	dl	supported	37.7053	33.0935	98.0317	6	29	100.0000	-0.3260	0.5283	0.0590
Prps1	Prps1-dl2	dl	supported	193.7991	155.6539	461.6490	6	29	100.0000	-0.3612	0.4818	0.0737
Prps1	Prps1-l1	l	supported	303.8536	278.5295	449.4110	6	29	100.0000	0.1590	0.7635	0.0108
Prps1	Prps1-l2	l	supported	26.0566	19.7714	58.7544	6	29	100.0000	-0.3634	0.4790	0.0675
Prss40	Prss40-l1	l	low expression	0.9988	0.0000	26.0999	2	2	6.8966	0.7526	0.0842	0.8434
Prss44	Prss44-l1	l	low expression	0.0516	0.0000	0.7834	2	2	6.8966	-0.0323	0.9516	0.6200
Prss44	Prss44-l2	l	low expression	0.3162	0.0000	2.5151	3	6	20.6897	-0.2062	0.6951	0.4048
Prss58	Prss58-l1	l	low expression	0.3518	0.1778	3.3024	6	15	51.7241	-0.3631	0.4792	0.1842
Psma2	Psma2-dl1	dl	supported	5.7907	3.8538	36.3269	6	16	55.1724	-0.2337	0.6559	0.1885
Psma2	Psma2-dl2	dl	supported	753.3614	713.4372	1164.4300	6	29	100.0000	0.5333	0.2758	0.0148
Psma2	Psma2-dl3	dl	supported	79.8539	75.3475	157.8886	6	29	100.0000	0.5542	0.2538	0.0109
Psma2	Psma2-dl4	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Psma3	Psma3-l1	l	supported	43.4751	36.4987	77.3029	6	29	100.0000	0.0377	0.9435	0.0123
Psma5	Psma5-dl1	dl	supported	612.5328	596.4340	834.3297	6	29	100.0000	0.7321	0.0981	0.0066
Psmb2	Psmb2-l1	l	supported	1997.9323	1990.0868	2598.5899	6	29	100.0000	-0.2351	0.6539	0.0049
Psmb3	Psmb3-l1	l	supported	1526.4162	1557.1423	2102.1094	6	29	100.0000	0.5099	0.3015	0.0014
Psmc1	Psmc1-dl1	dl	supported	82.1490	75.6472	208.3938	6	29	100.0000	0.5831	0.2245	0.0056
Psmc1	Psmc1-dl2	dl	supported	179.4612	171.5829	269.8771	6	29	100.0000	0.6644	0.1501	0.0114
Psmc1	Psmc1-dl3	dl	supported	5.3567	4.0635	30.9090	6	26	89.6552	0.7530	0.0840	0.0785
Psmc1	Psmc1-dl4	dl	supported	215.9147	198.7376	387.8658	6	29	100.0000	0.7306	0.0991	0.0088
Psmc3	Psmc3-dl1	dl	parent correlated	1745.5047	1523.2745	3176.1819	6	29	100.0000	0.9791	0.0007	0.0257
Psmc5	Psmc5-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Psmd1	Psmd1-dl1	dl	supported	72.2719	71.8876	128.1173	6	29	100.0000	0.3227	0.5328	0.0272
Psmd1	Psmd1-dl2	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Psmd1	Psmd1-dl3	dl	low expression	0.0214	0.0000	0.6211	1	1	3.4483	0.6298	0.1802	1.0000
Psmd1	Psmd1-dl4	dl	supported	1.9654	1.8404	6.6842	6	20	68.9655	0.6790	0.1380	0.0414
Psmd12	Psmd12-dl1	dl	parent correlated	102.6547	83.6344	237.2286	6	29	100.0000	0.9761	0.0009	0.0574
Psmd12	Psmd12-l1	l	parent correlated	127.2947	108.4109	303.6658	6	29	100.0000	0.9028	0.0137	0.0519
Psmd14	Psmd14-dl1	dl	supported	1200.7530	1049.2598	1869.4005	6	29	100.0000	0.2331	0.6567	0.0160
Psmd3	Psmd3-dl1	dl	supported	571.8713	495.8342	811.7307	6	29	100.0000	0.7125	0.1121	0.0139
Pspc1	Pspc1-l1	l	parent correlated	40.1756	23.3455	107.7715	6	29	100.0000	0.9556	0.0029	0.0999
Pten	Pten-dl1	dl	supported	1909.4345	1648.5867	3100.8676	6	29	100.0000	0.7289	0.1003	0.0279
Ptgr2	Ptgr2-l1	l	supported	960.0123	1040.0742	1461.3287	6	29	100.0000	0.7388	0.0934	0.0449
Ptms	Ptms-dl1	dl	parent correlated	2060.9734	2305.1599	4295.1987	6	29	100.0000	0.9975	0.0000	0.0603
Ptp4a2	Ptp4a2-l1	l	supported	88.3842	80.3908	144.4278	6	29	100.0000	0.7306	0.0991	0.0215
Pudp	Pudp-dl1	dl	robust expression	17.8908	17.5087	55.4208	6	29	100.0000			0.1166
Pudp	Pudp-dl2	dl	robust expression	14.2609	14.1694	43.6397	6	29	100.0000			0.0942
Pum3	Pum3-l1	l	parent correlated	84.8643	72.3966	149.0414	6	29	100.0000	0.9752	0.0009	0.0326
Pwwp3b	Pwwp3b-l1	l	parent correlated	3.0560	1.7751	10.6662	6	29	100.0000	0.8131	0.0491	0.2313
Pycr1	Pycr1-l1	l	parent correlated	11.0014	7.1308	40.2538	6	21	72.4138	0.9871	0.0002	0.2253
Pygo1	Pygo1-dl1	dl	parent correlated	6.4582	5.0409	32.0606	6	24	82.7586	0.8821	0.0200	0.0785
Pygo1	Pygo1-dl2	dl	supported	6.2261	4.6344	22.7427	6	24	82.7586	0.7302	0.0994	0.0969
Pygo1	Pygo1-dl3	dl	parent correlated	4.2889	2.6410	20.7771	6	21	72.4138	0.8467	0.0334	0.2430
Pygo1	Pygo1-dl4	dl	supported	3.8385	1.9872	25.9497	6	20	68.9655	0.6269	0.1829	0.0719
Pygo1	Pygo1-dl5	dl	low expression	0.2168	0.0000	2.3444	2	3	10.3448	0.5641	0.2436	0.6531
Pygo1	Pygo1-dl6	dl	low expression	0.8335	0.0000	16.3132	4	5	17.2414	-0.1691	0.7487	0.5161
Pyurf	Pyurf-dl1	dl	parent correlated	135.4621	127.2757	246.7498	6	29	100.0000	0.8619	0.0273	0.0192
Pyurf	Pyurf-l1	l	supported	28.0638	24.8106	71.7836	6	28	96.5517	-0.1833	0.7281	0.0445
Pyurf	Pyurf-l2	l	low expression	6.3272	0.0000	28.2242	6	13	44.8276	0.6904	0.1290	0.0247
Rab13	Rab13-dl1	dl	supported	663.2745	646.9698	1218.5330	6	29	100.0000	0.7565	0.0817	0.0440
Rab13	Rab13-l1	l	supported	17.0317	15.3741	72.6979	6	25	86.2069	0.6373	0.1735	0.0590
Rab14	Rab14-dl1	dl	supported	411.5017	408.1124	722.6343	6	29	100.0000	0.6678	0.1472	0.0417
Rab18	Rab18-l1	l	supported	926.8232	1017.6891	1615.0098	6	29	100.0000	0.6568	0.1565	0.0285
Rab1a	Rab1a-l1	l	supported	1949.2273	2130.8394	2861.8213	6	29	100.0000	0.6637	0.1506	0.0190
Rab2a	Rab2a-dl1	dl	supported	27.3221	26.6363	53.3076	6	29	100.0000	-0.3279	0.5258	0.0312
Rab2a	Rab2a-l1	l	parent correlated	3.2794	2.8023	8.1342	6	29	100.0000	0.8740	0.0228	0.0516
Rab5a	Rab5a-dl1	dl	supported	138.3988	105.0968	273.8765	6	29	100.0000	0.6459	0.1659	0.0442
Rab5if	Rab5if-dl1	dl	supported	82.6871	75.5281	159.5518	6	29	100.0000	0.0624	0.9065	0.0313
Rad23b	Rad23b-dl1	dl	parent correlated	231.3221	220.5990	378.5432	6	29	100.0000	0.9600	0.0024	0.0093
Rad51	Rad51-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rad51	Rad51-dl2	dl	supported	3.8415	1.7569	40.3426	6	18	62.0690	0.7346	0.0963	0.2574
Ralgds	Ralgds-l1	l	supported	2.7974	0.8672	22.8036	4	15	51.7241	0.0915	0.8631	0.5024
Ralgds	Ralgds-l2	l	low expression	0.0676	0.0000	1.9599	1	1	3.4483	-0.5975	0.2104	1.0000
Ralgds	Ralgds-l3	l	low expression	0.4758	0.0000	5.4198	4	7	24.1379	0.1346	0.7993	0.5942
Ralgds	Ralgds-l4	l	low expression	0.0845	0.0000	2.4515	1	1	3.4483	-0.5975	0.2104	1.0000
Ralgds	Ralgds-l5	l	low expression	0.0179	0.0000	0.2587	3	3	10.3448	-0.1181	0.8237	0.4225
Ran	Ran-l1	l	parent correlated	274.9485	246.2356	441.9966	6	29	100.0000	0.9698	0.0014	0.0168
Ranbp1	Ranbp1-dl1	dl	low expression	1.0063	0.4692	5.9212	6	15	51.7241	0.6616	0.1524	0.3118
Ranbp1	Ranbp1-dl2	dl	parent correlated	475.1296	419.6082	745.0210	6	29	100.0000	0.9573	0.0027	0.0178
Ranbp10	Ranbp10-l1	l	parent correlated	99.8218	99.3677	202.2420	6	29	100.0000	0.9548	0.0030	0.0235
Rap1b	Rap1b-dl1	dl	parent correlated	39.2921	29.7623	114.6158	6	29	100.0000	0.8306	0.0406	0.0789
Rap1b	Rap1b-dl2	dl	parent correlated	411.5011	303.9674	1076.8974	6	29	100.0000	0.8229	0.0443	0.0784
Rap1b	Rap1b-dl3	dl	parent correlated	119.4445	83.5828	279.3273	6	29	100.0000	0.9087	0.0121	0.0823
Rbm22	Rbm22-dl1	dl	parent correlated	106.4983	100.9897	194.2641	6	29	100.0000	0.8282	0.0417	0.0273
Rbm3	Rbm3-l1	l	parent correlated	233.2308	173.7436	794.7156	6	29	100.0000	0.9551	0.0030	0.0912
Rbm39	Rbm39-l1	l	parent correlated	1892.5779	1715.2094	3373.2169	6	29	100.0000	0.8409	0.0359	0.0241
Rbm4	Rbm4-l1	l	supported	193.4534	187.2169	322.4371	6	29	100.0000	0.7939	0.0594	0.0267
Rbm5	Rbm5-l1	l	parent correlated	843.7343	646.8044	1401.5816	6	29	100.0000	0.9376	0.0057	0.0468
Rbmx	Rbmx-l1	l	supported	388.6669	301.8050	1001.7595	6	29	100.0000	0.2457	0.6388	0.1135
Rdh16	Rdh16-l1	l	parent correlated	1808.6132	13.9523	11953.7814	6	27	93.1034	0.8734	0.0230	0.7167
Rflnb	Rflnb-dl1	dl	parent correlated	61.9942	55.5257	152.5243	6	29	100.0000	0.9909	0.0001	0.0865
Rflnb	Rflnb-dl2	dl	low expression	2.5618	0.0000	11.1628	6	14	48.2759	0.6804	0.1369	0.1535
Rgs9bp	Rgs9bp-l1	l	low expression	34.1126	0.4207	537.9656	6	22	75.8621	0.4594	0.3594	0.9623
Rhoa	Rhoa-l1	l	supported	80.7032	74.1393	178.2941	6	29	100.0000	0.6771	0.1396	0.0439
Rhoa	Rhoa-l2	l	parent correlated	34.3604	29.8734	173.3677	6	29	100.0000	0.8944	0.0161	0.0924
Rhox13	Rhox13-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rida	Rida-l1	l	parent correlated	393.9040	46.3730	2019.2616	6	26	89.6552	0.9981	0.0000	0.5773
Rida	Rida-l2	l	parent correlated	304.4345	45.5669	1491.9496	6	29	100.0000	0.9919	0.0001	0.5336
Ripply3	Ripply3-dl1	dl	low expression	2.1533	0.0000	48.7967	4	5	17.2414	0.5633	0.2444	0.7158
Rnase1	Rnase1-l1	l	supported	25.0148	11.2446	182.7040	6	23	79.3103	-0.2541	0.6271	0.3367
Rnase1	Rnase1-l2	l	low expression	0.1726	0.0000	2.8209	2	2	6.8966	-0.1272	0.8102	0.6132
Rnase6	Rnase6-l1	l	low expression	4.9958	0.0000	25.8690	5	12	41.3793	-0.4009	0.4308	0.3448
Rnase6	Rnase6-l2	l	supported	22.7369	4.1515	128.2279	6	29	100.0000	0.3791	0.4586	0.5962
Rnase6	Rnase6-l3	l	low expression	0.9382	0.0000	27.2073	1	1	3.4483	-0.2000	0.7040	1.0000
Rnase6	Rnase6-l4	l	supported	47.8361	3.3811	356.9988	6	21	72.4138	-0.1252	0.8132	0.8567
Rnase6	Rnase6-l5	l	low expression	1.9319	0.0000	56.0251	1	1	3.4483	-0.2000	0.7040	1.0000
Rnf138	Rnf138-l1	l	low expression	1.5634	0.0000	37.9993	4	4	13.7931	0.7811	0.0666	0.6487
Rnf185	Rnf185-l1	l	supported	58.1845	43.4940	165.5052	6	29	100.0000	0.5784	0.2291	0.0776
Rnf5	Rnf5-l1	l	parent correlated	636.7405	592.5758	1051.0222	6	29	100.0000	0.9080	0.0123	0.0334
Rnf7	Rnf7-l1	l	parent correlated	141.3316	143.0722	196.4979	6	29	100.0000	0.8632	0.0268	0.0037
Rnft1	Rnft1-dl1	dl	supported	247.0647	237.5834	459.6485	6	29	100.0000	-0.0361	0.9459	0.0440
Rp9	Rp9-l1	l	supported	26.9808	24.3842	60.2257	6	29	100.0000	0.6625	0.1516	0.0246
Rpa2	Rpa2-l1	l	parent correlated	228.2638	202.6716	469.6819	6	29	100.0000	0.9475	0.0041	0.0432
Rpa3	Rpa3-dl1	dl	supported	24.1621	23.2604	44.1580	6	29	100.0000	0.5976	0.2103	0.0089
Rpf2	Rpf2-dl1	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rpl10	Rpl10-dl1	dl	low expression	2.0210	0.0000	10.3896	5	11	37.9310	0.1252	0.8131	0.1209
Rpl10	Rpl10-dl2	dl	parent correlated	5659.2277	5184.0591	11471.4831	6	29	100.0000	0.9989	0.0000	0.0507
Rpl10	Rpl10-l1	l	low expression	0.3820	0.0000	3.0192	2	4	13.7931	-0.2593	0.6198	0.6966
Rpl10	Rpl10-l2	l	supported	16.2973	11.1825	57.5191	6	29	100.0000	0.5298	0.2796	0.1388
Rpl10	Rpl10-l3	l	low expression	1.8263	0.0000	47.0041	2	2	6.8966	0.6250	0.1846	0.8037
Rpl10	Rpl10-l4	l	supported	25.9899	22.7268	85.4023	6	28	96.5517	0.4937	0.3196	0.0280
Rpl10a	Rpl10a-dl1	dl	supported	1.7365	1.0164	12.7213	6	16	55.1724	0.6738	0.1422	0.1799
Rpl10a	Rpl10a-dl10	dl	parent correlated	121.1258	119.3091	279.8683	6	29	100.0000	0.9400	0.0053	0.0323
Rpl10a	Rpl10a-dl11	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rpl10a	Rpl10a-dl12	dl	parent correlated	142.1976	138.4991	288.3036	6	29	100.0000	0.8777	0.0215	0.0257
Rpl10a	Rpl10a-dl13	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rpl10a	Rpl10a-dl2	dl	low expression	0.1639	0.0000	2.6561	2	2	6.8966	-0.1140	0.8298	0.6170
Rpl10a	Rpl10a-dl3	dl	parent correlated	50.8310	42.4970	123.5587	6	29	100.0000	0.9768	0.0008	0.0504
Rpl10a	Rpl10a-dl4	dl	parent correlated	219.1413	183.6553	549.6513	6	29	100.0000	0.9813	0.0005	0.0419
Rpl10a	Rpl10a-dl5	dl	parent correlated	76.1253	76.1455	152.6555	6	29	100.0000	0.9073	0.0125	0.0292
Rpl10a	Rpl10a-dl6	dl	low expression	0.5088	0.0000	8.2202	3	3	10.3448	-0.0410	0.9385	0.4969
Rpl10a	Rpl10a-dl7	dl	low expression	0.8618	0.0000	8.5760	5	6	20.6897	0.3137	0.5449	0.2641
Rpl10a	Rpl10a-dl8	dl	supported	7.7959	5.2395	35.4703	6	21	72.4138	0.0200	0.9700	0.0566
Rpl10a	Rpl10a-dl9	dl	parent correlated	215.1202	199.3548	449.8089	6	29	100.0000	0.9413	0.0051	0.0344
Rpl10a	Rpl10a-l1	l	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
Rpl11	Rpl11-l1	l	supported	2.2597	0.8297	14.8393	6	26	89.6552	0.5631	0.2446	0.2996
Rpl13	Rpl13-dl1	dl	supported	29.1649	23.8188	170.2104	6	28	96.5517	0.7332	0.0973	0.1409
Rpl13	Rpl13-dl10	dl	supported	7.2415	5.4693	24.7789	6	22	75.8621	0.4490	0.3718	0.0225
Rpl13	Rpl13-dl11	dl	parent correlated	16.8985	11.6261	78.4879	6	26	89.6552	0.9507	0.0036	0.1166
Rpl13	Rpl13-dl12	dl	parent correlated	8.7923	6.8192	33.5022	6	25	86.2069	0.9637	0.0020	0.0932
Rpl13	Rpl13-dl13	dl	parent correlated	31.7946	31.7773	94.2745	6	29	100.0000	0.9308	0.0070	0.0499
Rpl13	Rpl13-dl14	dl	parent correlated	37.6944	30.7959	129.4101	6	29	100.0000	0.9886	0.0002	0.0710
Rpl13	Rpl13-dl15	dl	low expression	0.1471	0.0000	4.2657	1	1	3.4483	0.7229	0.1045	1.0000
Rpl13	Rpl13-dl16	dl	low expression	4.4547	0.0000	35.6065	6	13	44.8276	0.1737	0.7421	0.3505
Rpl13	Rpl13-dl2	dl	parent correlated	10.2666	8.0211	33.5719	6	27	93.1034	0.8436	0.0348	0.0348
Rpl13	Rpl13-dl3	dl	low expression	3.0773	0.0000	25.6991	6	9	31.0345	-0.7633	0.0774	0.2434
Rpl13	Rpl13-dl4	dl	low expression	0.8180	0.0000	6.6317	4	7	24.1379	-0.1770	0.7373	0.3414
Rpl13	Rpl13-dl5	dl	parent correlated	136.0209	121.2236	239.6880	6	29	100.0000	0.8982	0.0150	0.0502
Rpl13	Rpl13-dl6	dl	supported	8.0849	5.3242	42.9598	6	22	75.8621	0.4578	0.3612	0.0814
Rpl13	Rpl13-dl7	dl	parent correlated	65.6010	57.7379	183.1385	6	29	100.0000	0.8017	0.0551	0.0726
Rpl13	Rpl13-dl8	dl	parent correlated	4.5881	1.8839	26.4561	6	16	55.1724	0.8057	0.0530	0.1729
Rpl13	Rpl13-dl9	dl	parent correlated	41.6460	36.7105	77.7299	6	29	100.0000	0.9640	0.0019	0.0362
Rpl13a	Rpl13a-dl1	dl	parent correlated	971.5154	943.5985	1701.2574	6	29	100.0000	0.8687	0.0247	0.0511
Rpl13a	Rpl13a-dl2	dl	parent correlated	5799.0504	5866.8059	9132.5036	6	29	100.0000	0.9352	0.0062	0.0398
Rpl13a	Rpl13a-dl3	dl	parent correlated	5113.9978	5085.2060	9448.7489	6	29	100.0000	0.9919	0.0001	0.0466
Rpl13a	Rpl13a-dl4	dl	parent correlated	436.7004	391.7275	1073.6734	6	29	100.0000	0.8056	0.0530	0.0433
Rpl13a	Rpl13a-dl5	dl	low expression	0.5297	0.0000	15.3600	1	1	3.4483	0.6048	0.2034	1.0000
Rpl13a	Rpl13a-dl6	dl	parent correlated	15.3919	10.8526	62.7874	6	25	86.2069	0.9793	0.0006	0.0904
Rpl18a	Rpl18a-dl1	dl	supported	6.8053	6.0390	21.9948	6	21	72.4138	-0.1317	0.8036	0.0521
Rpl18a	Rpl18a-dl2	dl	parent correlated	359.7595	328.5709	788.3647	6	29	100.0000	0.9816	0.0005	0.0644
Rpl18a	Rpl18a-dl3	dl	parent correlated	3694.7797	3131.6156	8800.6166	6	29	100.0000	0.9937	0.0001	0.0630
Rpl18a	Rpl18a-dl4	dl	low expression	0.8731	0.0000	7.9981	4	6	20.6897	0.9657	0.0017	0.4350
Rpl18a	Rpl18a-dl5	dl	low expression	0.3380	0.0000	9.8030	1	1	3.4483	0.1202	0.8206	1.0000
Rpl18a	Rpl18a-dl6	dl	parent correlated	19.7471	14.6921	64.8274	6	29	100.0000	0.8791	0.0211	0.0739
Rpl18a	Rpl18a-dl7	dl	unsupported	0.0000	0.0000	0.0000	0	0	0.0000			1.0000
