family	gene_name	gene_id	gene_type	chrom	start	end	strand	length	paralog_type	copy_num
Serpinb9	Serpinb9-l1	gene-Serpinb9-l1	paralog_l	chr13	114975820	114992033	-	16214	l	1.0
Serpinb9	Serpinb9-l2	gene-Serpinb9-l2	paralog_l	chr13	115089555	115457643	-	368089	l	2.0
Serpinb9	Serpinb9-l3	gene-Serpinb9-l3	paralog_l	chr13	115245656	115253740	-	8085	l	3.0
Serpinb9	Serpinb9-l4	gene-Serpinb9-l4	paralog_l	chr13	115378802	115392038	+	13237	l	4.0
Serpinb9	Serpinb9-l5	gene-Serpinb9-l5	paralog_l	chr13	115446974	115457632	-	10659	l	5.0
Sertm1	Sertm1	gene-Sertm1	parent	chr5	132296278	132315018	+	18741		
Sertm1	Sertm1-l1	gene-Sertm1-l1	paralog_l	chr15	30966044	30966367	-	324	l	1.0
Sf3a2	Sf3a2	gene-Sf3a2	parent	chr3	122422982	122430004	-	7023		
Sf3a2	Sf3a2-dl1	gene-Sf3a2-dl1	paralog_dl	chr21	82130933	82132282	-	1350	dl	1.0
Sf3b4	Sf3b4	gene-Sf3b4	parent	chr22	50787132	50792533	-	5402		
Sf3b4	Sf3b4-dl3	gene-Sf3b4-dl3	paralog_dl	chr5	86191088	86192586	+	1499	dl	3.0
Sf3b4	Sf3b4-l1	gene-Sf3b4-l1	paralog_l	chr8	57121856	57123390	-	1535	l	1.0
Sf3b4	Sf3b4-dl1	gene-Sf3b4-dl1	paralog_dl	chr17	74866986	74868511	+	1526	dl	1.0
Sf3b4	Sf3b4-dl2	gene-Sf3b4-dl2	paralog_dl	chr19	31712551	31714068	-	1518	dl	2.0
Sfn	Sfn	gene-Sfn	parent	chr19	18987593	18991513	+	3921		
Sfn	Sfn-dl1	gene-Sfn-dl1	paralog_dl	chr9	66558179	66558925	+	747	dl	1.0
Sftpd	Sftpd	gene-Sftpd	parent	chr6	11372537	11386618	-	14082		
Sftpd	Sftpd-l1	gene-Sftpd-l1	paralog_l	chr6	11457811	11479293	-	21483	l	1.0
Sh3bgrl	Sh3bgrl	gene-Sh3bgrl	parent	chrX	98151492	98242745	-	91254		
Sh3bgrl	Sh3bgrl-dl2	gene-Sh3bgrl-dl2	paralog_dl	chr2	36617534	36619192	-	1659	dl	2.0
Sh3bgrl	Sh3bgrl-dl3	gene-Sh3bgrl-dl3	paralog_dl	chr4	15213731	15214075	-	345	dl	3.0
Sh3bgrl	Sh3bgrl-dl4	gene-Sh3bgrl-dl4	paralog_dl	chr8	127141377	127143448	-	2072	dl	4.0
Sh3bgrl	Sh3bgrl-dl1	gene-Sh3bgrl-dl1	paralog_dl	chr16	7594290	7598178	-	3889	dl	1.0
Shcbp1	Shcbp1	gene-Shcbp1	parent	chr16	51326678	51407273	-	80596		
Shcbp1	Shcbp1-dl1	gene-Shcbp1-dl1	paralog_dl	chr4	99622933	99624951	-	2019	dl	1.0
Shmt2	Shmt2	gene-Shmt2	parent	chr16	41129840	41135140	-	5301		
Shmt2	Shmt2-l1	gene-Shmt2-l1	paralog_l	chr26	243158	245568	-	2411	l	1.0
Siglec10	Siglec10	gene-Siglec10	parent	chr2	36244508	36253801	-	9294		
Siglec10	Siglec10-l1	gene-Siglec10-l1	paralog_l	chr2	33812798	33842109	-	29312	l	1.0
Siglec5	Siglec5	gene-Siglec5	parent	chr2	36339318	36355019	-	15702		
Siglec5	Siglec5-l1	gene-Siglec5-l1	paralog_l	chr2	36110202	36114801	+	4600	l	1.0
Sirpa	Sirpa	gene-Sirpa	parent	chr3	149915428	149955018	-	39591		
Sirpa	Sirpa-l1	gene-Sirpa-l1	paralog_l	chr20	55186897	55247731	+	60835	l	1.0
Siva1	Siva1	gene-Siva1	parent	chr27	52696818	52703562	+	6745		
Siva1	Siva1-dl1	gene-Siva1-dl1	paralog_dl	chr2	100454708	100455235	+	528	dl	1.0
Siva1	Siva1-dl2	gene-Siva1-dl2	paralog_dl	chr2	103939112	103939639	-	528	dl	2.0
Ska2	Ska2	gene-Ska2	parent	chr7	16285352	16317063	-	31712		
Ska2	Ska2-dl12	gene-Ska2-dl12	paralog_dl	chrX	71689151	71689932	-	782	dl	12.0
Ska2	Ska2-dl13	gene-Ska2-dl13	paralog_dl	chrX	147900597	147901022	+	426	dl	13.0
Ska2	Ska2-dl6	gene-Ska2-dl6	paralog_dl	chr2	52663140	52663505	-	366	dl	6.0
Ska2	Ska2-dl9	gene-Ska2-dl9	paralog_dl	chr4	74335708	74336133	-	426	dl	9.0
Ska2	Ska2-dl10	gene-Ska2-dl10	paralog_dl	chr5	64334146	64334511	-	366	dl	10.0
Ska2	Ska2-dl11	gene-Ska2-dl11	paralog_dl	chr5	82897216	82897581	-	366	dl	11.0
Ska2	Ska2-dl1	gene-Ska2-dl1	paralog_dl	chr10	110178649	110180300	-	1652	dl	1.0
Ska2	Ska2-dl2	gene-Ska2-dl2	paralog_dl	chr13	70180755	70181606	-	852	dl	2.0
Ska2	Ska2-dl3	gene-Ska2-dl3	paralog_dl	chr13	85076513	85076878	+	366	dl	3.0
Ska2	Ska2-dl4	gene-Ska2-dl4	paralog_dl	chr13	110636660	110637085	-	426	dl	4.0
Ska2	Ska2-dl5	gene-Ska2-dl5	paralog_dl	chr14	44011963	44013971	+	2009	dl	5.0
Ska2	Ska2-dl7	gene-Ska2-dl7	paralog_dl	chr22	76477135	76477500	-	366	dl	7.0
Ska2	Ska2-dl8	gene-Ska2-dl8	paralog_dl	chr24	34646017	34646382	-	366	dl	8.0
Skp1	Skp1	gene-Skp1	parent	chr11	113505583	113527314	+	21732		
Skp1	Skp1-l3	gene-Skp1-l3	paralog_l	chr4	29063750	29064256	-	507	l	3.0
Skp1	Skp1-l4	gene-Skp1-l4	paralog_l	chr7	102793865	102795270	-	1406	l	4.0
Skp1	Skp1-l1	gene-Skp1-l1	paralog_l	chr13	70063470	70064757	-	1288	l	1.0
Skp1	Skp1-l2	gene-Skp1-l2	paralog_l	chr18	21291289	21310615	+	19327	l	2.0
Slamf8	Slamf8	gene-Slamf8	parent	chr2	66944079	66954405	-	10327		
Slamf8	Slamf8-dl1	gene-Slamf8-dl1	paralog_dl	chr22	54908357	54922736	+	14380	dl	1.0
Slamf8	Slamf8-l1	gene-Slamf8-l1	paralog_l	chr22	55239677	55242063	-	2387	l	1.0
Slc22a13	Slc22a13	gene-Slc22a13	parent	chr13	64008580	64021727	+	13148		
Slc22a13	Slc22a13-l1	gene-Slc22a13-l1	paralog_l	chr6	98351490	98356578	+	5089	l	1.0
Slc22a13	Slc22a13-l2	gene-Slc22a13-l2	paralog_l	chr6	98433269	98437356	+	4088	l	2.0
Slc22a13	Slc22a13-l3	gene-Slc22a13-l3	paralog_l	chr6	98556209	98558672	-	2464	l	3.0
Slc23a2	Slc23a2	gene-Slc23a2	parent	chr3	146781207	146911066	+	129860		
Slc23a2	Slc23a2-l1	gene-Slc23a2-l1	paralog_l	chr22	60628054	60680569	-	52516	l	1.0
Slc25a24	Slc25a24	gene-Slc25a24	parent	chr21	15437929	15510496	+	72568		
Slc25a24	Slc25a24-l1	gene-Slc25a24-l1	paralog_l	chr21	15540626	15576032	+	35407	l	1.0
Slc25a24	Slc25a24-dl1	gene-Slc25a24-dl1	paralog_dl	chr22	81477569	81478915	-	1347	dl	1.0
Slc25a44	Slc25a44	gene-Slc25a44	parent	chr22	56259590	56273632	-	14043		
Slc25a44	Slc25a44-l1	gene-Slc25a44-l1	paralog_l	chr1	126076045	126079138	-	3094	l	1.0
Slc25a5	Slc25a5	gene-Slc25a5	parent	chrX	52111141	52114259	-	3119		
Slc25a5	Slc25a5-dl2	gene-Slc25a5-dl2	paralog_dl	chr2	34532228	34533389	-	1162	dl	2.0
Slc25a5	Slc25a5-dl4	gene-Slc25a5-dl4	paralog_dl	chr6	83637074	83638235	+	1162	dl	4.0
Slc25a5	Slc25a5-dl5	gene-Slc25a5-dl5	paralog_dl	chr6	100822082	100822921	-	840	dl	5.0
Slc25a5	Slc25a5-dl1	gene-Slc25a5-dl1	paralog_dl	chr14	107365749	107366922	+	1174	dl	1.0
Slc25a5	Slc25a5-dl3	gene-Slc25a5-dl3	paralog_dl	chr20	16278158	16279304	+	1147	dl	3.0
Slc25a51	Slc25a51	gene-Slc25a51	parent	chr14	53310562	53325609	+	15048		
Slc25a51	Slc25a51-l2	gene-Slc25a51-l2	paralog_l	chr3	149614702	149615617	-	916	l	2.0
Slc25a51	Slc25a51-l1	gene-Slc25a51-l1	paralog_l	chr13	90422729	90423412	+	684	l	1.0
Slc35a4	Slc35a4	gene-Slc35a4	parent	chr3	41230023	41232267	-	2245		
Slc35a4	Slc35a4-l1	gene-Slc35a4-l1	paralog_l	chr3	41232280	41234893	-	2614	l	1.0
Slc35a4	Slc35a4-l2	gene-Slc35a4-l2	paralog_l	chr7	37081513	37082213	+	701	l	2.0
Slc39a2	Slc39a2	gene-Slc39a2	parent	chr8	57701501	57703932	-	2432		
Slc39a2	Slc39a2-l1	gene-Slc39a2-l1	paralog_l	chr15	100273840	100275854	-	2015	l	1.0
Slc5a1	Slc5a1	gene-Slc5a1	parent	chr20	24387926	24469568	-	81643		
Slc5a1	Slc5a1-l1	gene-Slc5a1-l1	paralog_l	chr20	21887813	21960860	-	73048	l	1.0
Slc5a4	Slc5a4	gene-Slc5a4	parent	chr20	23879068	23991461	+	112394		
Slc5a4	Slc5a4-l1	gene-Slc5a4-l1	paralog_l	chr20	24280530	24345695	+	65166	l	1.0
Slc6a16	Slc6a16	gene-Slc6a16	parent	chr2	33233007	33253021	-	20015		
Slc6a16	Slc6a16-l1	gene-Slc6a16-l1	paralog_l	chr2	33211690	33226020	-	14331	l	1.0
Slc7a12	Slc7a12	gene-Slc7a12	parent	chr11	40274310	40319437	-	45128		
Slc7a12	Slc7a12-l1	gene-Slc7a12-l1	paralog_l	chr11	40353856	40375244	-	21389	l	1.0
Slc7a9	Slc7a9	gene-Slc7a9	parent	chr12	96999423	97008648	-	9226		
Slc7a9	Slc7a9-l1	gene-Slc7a9-l1	paralog_l	chr2	17202073	17228903	-	26831	l	1.0
Slfn13	Slfn13	gene-Slfn13	parent	chr7	21827104	21831162	+	4059		
Slfn13	Slfn13-l1	gene-Slfn13-l1	paralog_l	chr7	21868529	21873002	+	4474	l	1.0
Slfn13	Slfn13-l2	gene-Slfn13-l2	paralog_l	chr7	22075839	22080986	+	5148	l	2.0
Slirp	Slirp	gene-Slirp	parent	chr27	24334650	24340563	+	5914		
Slirp	Slirp-dl1	gene-Slirp-dl1	paralog_dl	chr7	7416620	7416955	+	336	dl	1.0
Smim10l1	Smim10l1	gene-Smim10l1	parent	chr4	17477675	17479584	+	1910		
Smim10l1	Smim10l1-l1	gene-Smim10l1-l1	paralog_l	chr3	83864569	83866063	+	1495	l	1.0
Smim15	Smim15	gene-Smim15	parent	chr11	34849740	34849964	-	225		
Smim15	Smim15-l2	gene-Smim15-l2	paralog_l	chrX	139637580	139637756	-	177	l	2.0
Smim15	Smim15-dl1	gene-Smim15-dl1	paralog_dl	chr7	110945060	110946845	+	1786	dl	1.0
Smim15	Smim15-dl2	gene-Smim15-dl2	paralog_dl	chr8	37685070	37685294	+	225	dl	2.0
Smim15	Smim15-l1	gene-Smim15-l1	paralog_l	chr23	82377017	82378869	-	1853	l	1.0
Sms	Sms	gene-Sms	parent	chrX	173431161	173484646	-	53486		
Sms	Sms-dl1	gene-Sms-dl1	paralog_dl	chr28	8670226	8671903	+	1678	dl	1.0
Smu1	Smu1	gene-Smu1	parent	chr14	58069131	58099304	+	30174		
Smu1	Smu1-dl1	gene-Smu1-dl1	paralog_dl	chrX	141855194	141857273	-	2080	dl	1.0
Snap23	Snap23	gene-Snap23	parent	chr15	89124462	89175660	-	51199		
Snap23	Snap23-l1	gene-Snap23-l1	paralog_l	chr16	93954719	93957076	+	2358	l	1.0
Snap23	Snap23-l2	gene-Snap23-l2	paralog_l	chr22	27903671	27906040	-	2370	l	2.0
Snrnp27	Snrnp27	gene-Snrnp27	parent	chr22	31156191	31169380	-	13190		
Snrnp27	Snrnp27-dl2	gene-Snrnp27-dl2	paralog_dl	chr8	10208964	10209857	-	894	dl	2.0
Snrnp27	Snrnp27-dl1	gene-Snrnp27-dl1	paralog_dl	chr11	77272554	77273597	-	1044	dl	1.0
Snrpa	Snrpa	gene-Snrpa	parent	chr2	24797985	24813421	+	15437		
Snrpa	Snrpa-l1	gene-Snrpa-l1	paralog_l	chr4	16650501	16651417	-	917	l	1.0
Snrpb2	Snrpb2	gene-Snrpb2	parent	chr3	134527069	134539164	-	12096		
Snrpb2	Snrpb2-l1	gene-Snrpb2-l1	paralog_l	chr10	56448966	56449729	+	764	l	1.0
Snrpc	Snrpc	gene-Snrpc	parent	chr1	4600951	4618512	+	17562		
Snrpc	Snrpc-l1	gene-Snrpc-l1	paralog_l	chr4	67878946	67884359	-	5414	l	1.0
Snrpc	Snrpc-l2	gene-Snrpc-l2	paralog_l	chr6	112892098	112892822	-	725	l	2.0
Snrpd1	Snrpd1	gene-Snrpd1	parent	chr10	12376466	12393918	+	17453		
Snrpd1	Snrpd1-dl1	gene-Snrpd1-dl1	paralog_dl	chr1	163221670	163222726	+	1057	dl	1.0
Snrpd1	Snrpd1-dl3	gene-Snrpd1-dl3	paralog_dl	chr2	49794340	49795390	-	1051	dl	3.0
Snrpd1	Snrpd1-l1	gene-Snrpd1-l1	paralog_l	chr10	109479189	109480141	+	953	l	1.0
Snrpd1	Snrpd1-dl2	gene-Snrpd1-dl2	paralog_dl	chr16	4432044	4432403	-	360	dl	2.0
Snrpd1	Snrpd1-l2	gene-Snrpd1-l2	paralog_l	chr22	60049911	60051253	+	1343	l	2.0
Snrpd1	Snrpd1-dl4	gene-Snrpd1-dl4	paralog_dl	chr27	14999136	14999946	-	811	dl	4.0
Snrpd1	Snrpd1-l3	gene-Snrpd1-l3	paralog_l	chr27	40247205	40247564	-	360	l	3.0
Snrpd2	Snrpd2	gene-Snrpd2	parent	chr2	29497607	29503931	-	6325		
Snrpd2	Snrpd2-l1	gene-Snrpd2-l1	paralog_l	chr13	93743046	93743537	-	492	l	1.0
Snrpd2	Snrpd2-dl1	gene-Snrpd2-dl1	paralog_dl	chr13	106198275	106204382	-	6108	dl	1.0
Snrpd2	Snrpd2-l2	gene-Snrpd2-l2	paralog_l	chr16	57014556	57014855	-	300	l	2.0
Snrpd3	Snrpd3	gene-Snrpd3	parent	chr20	21250690	21272656	-	21967		
Snrpd3	Snrpd3-dl1	gene-Snrpd3-dl1	paralog_dl	chr15	53630369	53630897	+	529	dl	1.0
Snrpd3	Snrpd3-l1	gene-Snrpd3-l1	paralog_l	chr19	54296247	54296909	+	663	l	1.0
Snrpd3	Snrpd3-dl2	gene-Snrpd3-dl2	paralog_dl	chr22	57794225	57795179	-	955	dl	2.0
Snrpe	Snrpe	gene-Snrpe	parent	chr8	74014713	74022872	-	8160		
Snrpe	Snrpe-dl1	gene-Snrpe-dl1	paralog_dl	chr1	11584238	11585556	-	1319	dl	1.0
Snrpe	Snrpe-dl2	gene-Snrpe-dl2	paralog_dl	chr1	75647781	75648020	+	240	dl	2.0
Snrpe	Snrpe-dl6	gene-Snrpe-dl6	paralog_dl	chr4	34877044	34877322	+	279	dl	6.0
Snrpe	Snrpe-dl7	gene-Snrpe-dl7	paralog_dl	chr6	32733245	32733523	-	279	dl	7.0
Snrpe	Snrpe-dl8	gene-Snrpe-dl8	paralog_dl	chr6	60928360	60928638	-	279	dl	8.0
Snrpe	Snrpe-dl9	gene-Snrpe-dl9	paralog_dl	chr6	62119247	62120383	+	1137	dl	9.0
Snrpe	Snrpe-dl3	gene-Snrpe-dl3	paralog_dl	chr20	60238339	60238578	-	240	dl	3.0
Snrpe	Snrpe-dl4	gene-Snrpe-dl4	paralog_dl	chr20	86264334	86264612	-	279	dl	4.0
Snrpe	Snrpe-dl5	gene-Snrpe-dl5	paralog_dl	chr22	75916186	75916464	-	279	dl	5.0
Snrpg	Snrpg	gene-Snrpg	parent	chr22	30741530	30748278	+	6749		
Snrpg	Snrpg-dl1	gene-Snrpg-dl1	paralog_dl	chr1	25263813	25264139	+	327	dl	1.0
Snrpg	Snrpg-l2	gene-Snrpg-l2	paralog_l	chr3	97012309	97012722	+	414	l	2.0
Snrpg	Snrpg-dl2	gene-Snrpg-dl2	paralog_dl	chr13	343071	343292	+	222	dl	2.0
Snrpg	Snrpg-dl3	gene-Snrpg-dl3	paralog_dl	chr14	80996068	80996292	+	225	dl	3.0
Snrpg	Snrpg-dl4	gene-Snrpg-dl4	paralog_dl	chr19	10142040	10144337	-	2298	dl	4.0
Snrpg	Snrpg-dl5	gene-Snrpg-dl5	paralog_dl	chr20	54464806	54464994	-	189	dl	5.0
Snrpg	Snrpg-l1	gene-Snrpg-l1	paralog_l	chr22	76662442	76663217	+	776	l	1.0
Snrpg	Snrpg-dl6	gene-Snrpg-dl6	paralog_dl	chr23	3743715	3743945	+	231	dl	6.0
Snrpn	Snrpn	gene-Snrpn	parent	chr15	63200008	63205688	-	5681		
Snrpn	Snrpn-l1	gene-Snrpn-l1	paralog_l	chr9	28426371	28427227	+	857	l	1.0
Snurf	Snurf	gene-Snurf	parent	chr15	63205658	63222912	-	17255		
Snurf	Snurf-l1	gene-Snurf-l1	paralog_l	chr9	28425583	28426291	+	709	l	1.0
Snurf	Snurf-dl1	gene-Snurf-dl1	paralog_dl	chr17	73000718	73002035	-	1318	dl	1.0
Snw1	Snw1	gene-Snw1	parent	chr27	24339618	24393111	-	53494		
Snw1	Snw1-dl1	gene-Snw1-dl1	paralog_dl	chr1	90995607	90998817	+	3211	dl	1.0
Snw1	Snw1-dl2	gene-Snw1-dl2	paralog_dl	chr1	123430313	123431920	+	1608	dl	2.0
Snw1	Snw1-dl6	gene-Snw1-dl6	paralog_dl	chr7	22431123	22433118	-	1996	dl	6.0
Snw1	Snw1-dl7	gene-Snw1-dl7	paralog_dl	chr8	78542231	78543838	-	1608	dl	7.0
Snw1	Snw1-dl3	gene-Snw1-dl3	paralog_dl	chr15	13877128	13878977	-	1850	dl	3.0
Snw1	Snw1-dl4	gene-Snw1-dl4	paralog_dl	chr18	50689919	50691154	+	1236	dl	4.0
Snw1	Snw1-dl5	gene-Snw1-dl5	paralog_dl	chr22	27417515	27419131	+	1617	dl	5.0
Snx17	Snx17	gene-Snx17	parent	chr12	89427947	89436254	-	8308		
Snx17	Snx17-l1	gene-Snx17-l1	paralog_l	chr16	16449776	16451379	+	1604	l	1.0
Snx3	Snx3	gene-Snx3	parent	chr15	38978392	39015880	-	37489		
Snx3	Snx3-dl1	gene-Snx3-dl1	paralog_dl	chr1	123127173	123128385	-	1213	dl	1.0
Snx3	Snx3-dl2	gene-Snx3-dl2	paralog_dl	chr3	37894464	37894799	+	336	dl	2.0
Snx3	Snx3-dl3	gene-Snx3-dl3	paralog_dl	chr4	95291673	95293028	+	1356	dl	3.0
Snx3	Snx3-dl4	gene-Snx3-dl4	paralog_dl	chr7	38145089	38146180	-	1092	dl	4.0
Sod1	Sod1	gene-Sod1	parent	chr14	39189996	39198655	+	8660		
Sod1	Sod1-dl1	gene-Sod1-dl1	paralog_dl	chr1	39133208	39133642	-	435	dl	1.0
Sod1	Sod1-dl2	gene-Sod1-dl2	paralog_dl	chr14	56639218	56639709	+	492	dl	2.0
Sod1	Sod1-dl3	gene-Sod1-dl3	paralog_dl	chr19	3180914	3181342	-	429	dl	3.0
Sod1	Sod1-dl4	gene-Sod1-dl4	paralog_dl	chr19	3645018	3645446	+	429	dl	4.0
Sod1	Sod1-dl5	gene-Sod1-dl5	paralog_dl	chr25	33925111	33925623	+	513	dl	5.0
Sod1	Sod1-dl6	gene-Sod1-dl6	paralog_dl	chr28	8632603	8633196	+	594	dl	6.0
Sod2	Sod2	gene-Sod2	parent	chr18	28830410	28845969	-	15560		
Sod2	Sod2-dl4	gene-Sod2-dl4	paralog_dl	chr5	116056812	116058615	-	1804	dl	4.0
Sod2	Sod2-dl1	gene-Sod2-dl1	paralog_dl	chr17	7244754	7247686	-	2933	dl	1.0
Sod2	Sod2-dl2	gene-Sod2-dl2	paralog_dl	chr19	17990982	17994327	+	3346	dl	2.0
Sod2	Sod2-dl3	gene-Sod2-dl3	paralog_dl	chr21	499134	499754	+	621	dl	3.0
Sp100	Sp100	gene-Sp100	parent	chr1	61348506	61439214	-	90709		
Sp100	Sp100-l1	gene-Sp100-l1	paralog_l	chr1	61304181	61329500	+	25320	l	1.0
Sp100	Sp100-l2	gene-Sp100-l2	paralog_l	chr19	91784870	91785695	+	826	l	2.0
Spag6	Spag6	gene-Spag6	parent	chr9	67012121	67087795	-	75675		
Spag6	Spag6-l1	gene-Spag6-l1	paralog_l	chr9	58842336	58944180	-	101845	l	1.0
Spart	Spart	gene-Spart	parent	chr5	131863734	131888696	-	24963		
Spart	Spart-l1	gene-Spart-l1	paralog_l	chr23	70071114	70074254	-	3141	l	1.0
Spata31d1	Spata31d1	gene-Spata31d1	parent	chr5	108125886	108130901	-	5016		
Spata31d1	Spata31d1-l1	gene-Spata31d1-l1	paralog_l	chr9	91553957	91561573	-	7617	l	1.0
Spdl1	Spdl1	gene-Spdl1	parent	chr11	93577236	93615686	-	38451		
Spdl1	Spdl1-l1	gene-Spdl1-l1	paralog_l	chr22	24678720	24680352	+	1633	l	1.0
Spef1	Spef1	gene-Spef1	parent	chr3	148084320	148091735	+	7416		
Spef1	Spef1-l1	gene-Spef1-l1	paralog_l	chr28	8837097	8842002	+	4906	l	1.0
Sppl2b	Sppl2b	gene-Sppl2b	parent	chr3	122342952	122355644	-	12693		
Sppl2b	Sppl2b-l1	gene-Sppl2b-l1	paralog_l	chr3	127720050	127721678	+	1629	l	1.0
Spta1	Spta1	gene-Spta1	parent	chr2	68583499	68668686	+	85188		
Spta1	Spta1-rl1	gene-Spta1-rl1	paralog_rl	chr2	68877815	68943272	-	65458	rl	1.0
Spta1	Spta1-rl2	gene-Spta1-rl2	paralog_rl	chr2	68955857	68999891	-	44035	rl	2.0
Srm	Srm	gene-Srm	parent	chr19	34326481	34332558	+	6078		
Srm	Srm-dl1	gene-Srm-dl1	paralog_dl	chr13	71596868	71597749	+	882	dl	1.0
Srp14	Srp14	gene-Srp14	parent	chr15	91675810	91681146	+	5337		
Srp14	Srp14-l6	gene-Srp14-l6	paralog_l	chrX	134287081	134287701	+	621	l	6.0
Srp14	Srp14-dl2	gene-Srp14-dl2	paralog_dl	chr2	28351149	28352085	+	937	dl	2.0
Srp14	Srp14-l2	gene-Srp14-l2	paralog_l	chr2	125541662	125541994	+	333	l	2.0
Srp14	Srp14-l3	gene-Srp14-l3	paralog_l	chr2	129064283	129064746	-	464	l	3.0
Srp14	Srp14-dl3	gene-Srp14-dl3	paralog_dl	chr7	88218761	88219473	-	713	dl	3.0
Srp14	Srp14-dl1	gene-Srp14-dl1	paralog_dl	chr11	51855680	51856003	+	324	dl	1.0
Srp14	Srp14-l1	gene-Srp14-l1	paralog_l	chr11	97470615	97472272	-	1658	l	1.0
Srp14	Srp14-l4	gene-Srp14-l4	paralog_l	chr27	5650373	5651081	-	709	l	4.0
Srp14	Srp14-l5	gene-Srp14-l5	paralog_l	chr28	6140994	6141477	-	484	l	5.0
Srp19	Srp19	gene-Srp19	parent	chr3	44096190	44103206	-	7017		
Srp19	Srp19-l1	gene-Srp19-l1	paralog_l	chr16	107225409	107226220	+	812	l	1.0
Srp9	Srp9	gene-Srp9	parent	chr8	125771749	125776236	+	4488		
Srp9	Srp9-dl1	gene-Srp9-dl1	paralog_dl	chr10	90264575	90265345	+	771	dl	1.0
Srpk1	Srpk1	gene-Srpk1	parent	chr1	5548748	5571092	-	22345		
Srpk1	Srpk1-l1	gene-Srpk1-l1	paralog_l	chr17	83466916	83469204	+	2289	l	1.0
Srpra	Srpra	gene-Srpra	parent	chr25	6905405	6913333	-	7929		
Srpra	Srpra-dl1	gene-Srpra-dl1	paralog_dl	chr1	164946165	164947241	-	1077	dl	1.0
Srrm1	Srrm1	gene-Srrm1	parent	chr19	16876466	16911196	+	34731		
Srrm1	Srrm1-l1	gene-Srrm1-l1	paralog_l	chrX	129629748	129633502	-	3755	l	1.0
Srsf6	Srsf6	gene-Srsf6	parent	chr20	71307572	71311206	+	3635		
Srsf6	Srsf6-dl1	gene-Srsf6-dl1	paralog_dl	chr8	77697194	77700297	+	3104	dl	1.0
Ssmem1	Ssmem1	gene-Ssmem1	parent	chr17	58946295	58957763	+	11469		
Ssmem1	Ssmem1-l1	gene-Ssmem1-l1	paralog_l	chr8	93384847	93385447	-	601	l	1.0
Ssrp1	Ssrp1	gene-Ssrp1	parent	chr4	53303177	53306241	+	3065		
Ssrp1	Ssrp1-l1	gene-Ssrp1-l1	paralog_l	chrX	57064119	57073831	+	9713	l	1.0
Ssu72	Ssu72	gene-Ssu72	parent	chr19	41113580	41145102	+	31523		
Ssu72	Ssu72-dl1	gene-Ssu72-dl1	paralog_dl	chrX	56810320	56811535	+	1216	dl	1.0
Stip1	Stip1	gene-Stip1	parent	chr4	84166692	84185238	-	18547		
Stip1	Stip1-dl3	gene-Stip1-dl3	paralog_dl	chr5	72931881	72933104	-	1224	dl	3.0
Stip1	Stip1-dl4	gene-Stip1-dl4	paralog_dl	chr9	35614937	35616595	-	1659	dl	4.0
Stip1	Stip1-dl1	gene-Stip1-dl1	paralog_dl	chr10	9957033	9958208	-	1176	dl	1.0
Stip1	Stip1-dl2	gene-Stip1-dl2	paralog_dl	chr15	14512286	14513335	+	1050	dl	2.0
Stk35	Stk35	gene-Stk35	parent	chr3	149629584	149674942	-	45359		
Stk35	Stk35-l1	gene-Stk35-l1	paralog_l	chr9	107677300	107702420	+	25121	l	1.0
Stk38l	Stk38l	gene-Stk38l	parent	chr2	157223974	157291922	+	67949		
Stk38l	Stk38l-l1	gene-Stk38l-l1	paralog_l	chr12	112902891	112904770	+	1880	l	1.0
Stmn1	Stmn1	gene-Stmn1	parent	chr19	17970716	17989130	-	18415		
Stmn1	Stmn1-dl1	gene-Stmn1-dl1	paralog_dl	chr1	86662505	86663062	+	558	dl	1.0
Stmn1	Stmn1-dl2	gene-Stmn1-dl2	paralog_dl	chr1	108629864	108630884	-	1021	dl	2.0
Stmn1	Stmn1-dl5	gene-Stmn1-dl5	paralog_dl	chr6	4545664	4546107	+	444	dl	5.0
Stmn1	Stmn1-dl6	gene-Stmn1-dl6	paralog_dl	chr6	53998910	54001411	-	2502	dl	6.0
Stmn1	Stmn1-dl3	gene-Stmn1-dl3	paralog_dl	chr21	19706285	19706734	+	450	dl	3.0
Stmn1	Stmn1-dl4	gene-Stmn1-dl4	paralog_dl	chr27	11168838	11169284	+	447	dl	4.0
Stmp1	Stmp1	gene-Stmp1	parent	chr22	11275293	11275759	+	467		
Stmp1	Stmp1-l2	gene-Stmp1-l2	paralog_l	chr9	77975863	77976155	-	293	l	2.0
Stmp1	Stmp1-l1	gene-Stmp1-l1	paralog_l	chr27	2247384	2247578	-	195	l	1.0
Stub1	Stub1	gene-Stub1	parent	chr20	35118085	35120552	+	2468		
Stub1	Stub1-dl1	gene-Stub1-dl1	paralog_dl	chr6	118866455	118867405	+	951	dl	1.0
Stx12	Stx12	gene-Stx12	parent	chr19	19868554	19907932	+	39379		
Stx12	Stx12-dl1	gene-Stx12-dl1	paralog_dl	chr11	118611271	118613299	+	2029	dl	1.0
Styx	Styx	gene-Styx	parent	chr8	11506247	11533660	-	27414		
Styx	Styx-dl1	gene-Styx-dl1	paralog_dl	chr8	43485510	43486602	-	1093	dl	1.0
Sub1	Sub1	gene-Sub1	parent	chr23	63316723	63335339	-	18617		
Sub1	Sub1-l1	gene-Sub1-l1	paralog_l	chr3	39423688	39424294	+	607	l	1.0
