	Chromosome	Start	End	Length	gene_count	repeat_count	unknown_repeat_count	LINE_repeat_count	LTR_repeat_count	SINE_repeat_count	DNA_transposon_repeat_count	Cumulative_Length	Cumulative_Length_Pct
7925	chr16	45318794	45369990	51196	1	92	26	21	9	21	2	399391265	76.4580276085983
18947	chr3	79998734	80049866	51132	0	88	12	9	12	17	0	399442397	76.46781613481377
19341	chr3	113712525	113763654	51129	1	130	27	32	23	30	1	399493526	76.47760408672004
26717	chrX	7473961	7524983	51022	1	90	37	20	6	18	0	399544548	76.48737155493104
20260	chr4	60494928	60545803	50875	2	73	25	24	5	13	0	399595423	76.49711088199066
16315	chr24	30686073	30736881	50808	1	153	45	41	13	36	0	399646231	76.5068373828112
1070	chr1	117063440	117114202	50762	1	130	33	18	12	44	2	399696993	76.51655507755714
11595	chr2	25401690	25452435	50745	1	92	28	14	7	22	1	399747738	76.52626951788423
24650	chr8	37142316	37192999	50683	0	141	34	35	16	33	0	399798421	76.53597208915424
23071	chr6	130502058	130552551	50493	2	95	28	29	11	18	1	399848914	76.54563828750749
6284	chr14	104537352	104587818	50466	0	91	35	18	10	14	0	399899380	76.55529931707781
11591	chr2	24996587	25047003	50416	1	99	25	30	13	19	0	399949796	76.56495077482793
28049	chrX	129594894	129644833	49939	2	173	52	36	28	46	1	399999735	76.57451091741329
25061	chr8	65420507	65470381	49874	1	272	64	51	40	86	8	400049609	76.58405861663238
28889	chrY	71229087	71278934	49847	0	144	40	33	28	23	0	400099456	76.59360114706855
18616	chr3	34628529	34678365	49836	1	224	53	23	35	89	0	400149292	76.6031415717043
15231	chr22	69114254	69163975	49721	1	141	35	11	48	28	1	400199013	76.61265998115354
20017	chr4	40943504	40992962	49458	3	105	23	11	15	38	4	400248471	76.62212804282852
22187	chr6	32624419	32673723	49304	0	270	63	27	58	98	0	400297775	76.63156662329726
11458	chr2	18155942	18205198	49256	3	173	56	7	58	35	0	400347031	76.6409960148186
13942	chr21	19925829	19975070	49241	2	91	22	26	12	20	0	400396272	76.65042253479388
8109	chr16	65347134	65396258	49124	0	72	19	9	18	13	3	400445396	76.65982665670988
23971	chr7	85694717	85743708	48991	0	125	39	20	21	31	0	400494387	76.66920531758413
11608	chr2	26211358	26260330	48972	0	77	25	23	5	17	0	400543359	76.67858034116671
11751	chr2	35800726	35849696	48970	1	159	48	22	33	36	5	400592329	76.68795498187647
12785	chr20	11131614	11180456	48842	0	43	18	11	6	3	2	400641171	76.6973051187265
5673	chr14	38144235	38192997	48762	2	89	31	25	4	15	0	400689933	76.70663994066422
5421	chr13	119695217	119743971	48754	0	81	23	20	13	16	0	400738687	76.71597323111068
12075	chr2	53351126	53399790	48664	0	88	19	21	11	24	1	400787351	76.72528929228079
27415	chrX	71294713	71343315	48602	0	96	26	21	13	24	0	400835953	76.73459348439383
24995	chr8	60286293	60334710	48417	1	139	34	28	34	31	0	400884370	76.74386226077212
8964	chr17	58889352	58937421	48069	1	316	60	41	64	127	0	400932439	76.75306441728176
20094	chr4	48724988	48772893	47905	2	116	28	14	13	45	0	400980344	76.76223517822115
10833	chr19	45113107	45160883	47776	0	100	37	27	10	14	0	401028120	76.77138124386438
1012	chr1	109871731	109919388	47657	0	86	22	18	14	21	0	401075777	76.78050452857555
4417	chr12	118558050	118605500	47450	3	104	29	19	13	26	2	401123227	76.78958818595105
2868	chr11	30968659	31015964	47305	1	267	61	36	49	93	0	401170532	76.79864408504795
12655	chr20	13744	60940	47196	0	178	38	25	51	47	0	401217728	76.80767911757681
2683	chr10	123667652	123714830	47178	0	130	40	28	13	39	0	401264906	76.8167107042504
20009	chr4	40689461	40736629	47168	0	157	37	19	62	23	1	401312074	76.82574037655992
14220	chr21	52181192	52228256	47064	1	88	16	15	17	25	1	401359138	76.83475013948343
10479	chr19	14458693	14505657	46964	2	189	51	21	36	59	0	401406102	76.84374075876653
28723	chrX	196089403	196136189	46786	0	114	26	14	7	44	1	401452888	76.8526973023697
22369	chr6	54169175	54215933	46758	0	1	0	1	0	0	0	401499646	76.86164848575355
1589	chr10	672644	719378	46734	1	31	4	22	1	3	0	401546380	76.87059507466371
17519	chr27	10661132	10707700	46568	1	104	24	13	37	18	0	401592948	76.87950988513077
17066	chr26	10675044	10721432	46388	2	112	28	34	19	15	4	401639336	76.88839023704509
26127	chr9	76058132	76104463	46331	0	110	42	17	17	24	1	401685667	76.89725967708438
22230	chr6	36015236	36061566	46330	1	179	36	18	17	82	0	401731997	76.90612892568727
24957	chr8	58891433	58937748	46315	1	160	47	28	34	37	0	401778312	76.91499530274409
1516	chr1	170663166	170709434	46268	1	78	27	9	10	21	3	401824580	76.92385268228993
23964	chr7	85513243	85559359	46116	0	83	22	13	15	23	0	401870696	76.93268096350234
11601	chr2	25883510	25929488	45978	0	80	21	17	13	12	0	401916674	76.94148282649097
26147	chr9	77173346	77219184	45838	1	82	16	9	6	30	0	401962512	76.95025788838302
24299	chr7	129537813	129583624	45811	0	89	20	18	3	30	0	402008323	76.95902778149217
4965	chr13	69904556	69950346	45790	1	398	72	48	78	164	0	402054113	76.96779365443683
18924	chr3	78643511	78689259	45748	2	93	23	22	14	21	1	402099861	76.97655148705252
22809	chr6	101662904	101708602	45698	1	157	42	47	16	35	0	402145559	76.98529974784802
16313	chr24	30599729	30645326	45597	2	141	41	30	11	40	0	402191156	76.99402867356667
24298	chr7	129492016	129537577	45561	0	86	19	16	3	29	0	402236717	77.00275070757479
21993	chr6	13749029	13794545	45516	0	88	32	10	7	24	0	402282233	77.01146412694473
23823	chr7	58566474	58611925	45451	0	83	19	11	23	23	0	402327684	77.0201651029484
9242	chr17	94146781	94192222	45441	2	212	45	36	35	74	2	402373125	77.02886416458801
10256	chr19	0	45415	45415	0	195	30	8	12	29	0	402418540	77.03755824888113
6773	chr15	43314322	43359694	45372	0	166	47	25	17	61	0	402463912	77.04624410140887
1519	chr1	170800534	170845883	45349	1	85	30	11	11	16	4	402509261	77.05492555089931
18177	chr28	24004799	24050139	45340	1	229	46	35	33	90	0	402554601	77.06360527746212
11234	chr19	88577969	88623126	45157	1	284	57	46	42	119	6	402599758	77.07224997116298
15038	chr22	54834228	54879382	45154	2	112	30	27	18	30	0	402644912	77.08089409055462
7402	chr15	105314819	105359969	45150	0	148	38	19	28	52	0	402690062	77.08953744420064
8945	chr17	57229735	57274864	45129	1	175	45	27	21	64	0	402735191	77.09817677768218
17393	chr26	53317612	53362576	44964	0	147	25	25	48	38	0	402780155	77.10678452415704
14313	chr21	58236581	58281499	44918	0	71	13	11	10	25	0	402825073	77.11538346455731
23414	chr7	21845405	21890264	44859	2	188	48	28	41	52	1	402869932	77.12397111020974
13391	chr20	59221020	59265638	44618	2	276	52	32	41	115	5	402914550	77.13251261968877
26597	chrX	1294810	1339389	44579	0	81	19	18	9	21	3	402959129	77.14104666314803
17947	chr28	651472	696013	44541	0	167	31	37	37	45	0	403003670	77.14957343202396
11784	chr2	36944694	36989231	44537	1	107	43	28	9	18	0	403048207	77.15809943515426
19710	chr3	150139953	150184484	44531	0	127	42	20	15	37	1	403092738	77.16662428966613
27724	chrX	100134158	100178662	44504	0	38	5	21	2	6	0	403137242	77.17514397539509
19300	chr3	112295249	112339738	44489	0	87	22	19	9	25	1	403181731	77.18366078957798
2597	chr10	119010804	119055287	44483	0	138	44	25	20	39	0	403226214	77.19217645514247
19263	chr3	110520880	110565352	44472	0	92	23	18	7	33	1	403270686	77.2006900149065
20580	chr4	91379916	91424388	44472	0	173	54	38	34	29	1	403315158	77.20920357467054
12778	chr20	10990208	11034655	44447	0	50	19	7	12	5	1	403359605	77.21771234852446
11518	chr2	22348535	22392881	44346	1	277	68	39	54	96	2	403403951	77.22620178730158
20220	chr4	57187021	57231222	44201	0	81	19	13	19	21	0	403448152	77.23466346780009
20188	chr4	55451389	55495581	44192	0	82	20	13	16	19	0	403492344	77.24312342537097
28826	chrY	63701593	63745561	43968	0	76	40	7	4	5	0	403536312	77.25154050118732
20391	chr4	77313917	77357846	43929	1	97	25	10	12	36	3	403580241	77.25995011098391
17446	chr27	5222629	5266537	43908	0	71	26	4	6	17	4	403624149	77.26835570061603
12986	chr20	25075888	25119782	43894	1	243	49	37	43	96	0	403668043	77.27675861013847
11731	chr2	34717093	34760948	43855	1	86	23	25	13	16	0	403711898	77.28515405364116
28251	chrX	142241897	142285727	43830	0	44	7	21	2	11	0	403755728	77.29354471123375
1137	chr1	125520046	125563829	43783	1	83	19	16	14	26	0	403799511	77.30192637131535
21924	chr6	7388685	7432401	43716	0	99	38	20	6	27	1	403843227	77.31029520515786
23505	chr7	30136416	30180119	43703	1	152	45	35	19	43	0	403886930	77.31866155032712
26045	chr9	66603014	66646641	43627	0	132	35	51	9	29	0	403930557	77.32701334632966
19807	chr4	17114151	17157720	43569	0	84	20	17	10	25	0	403974126	77.33535403902077
18928	chr3	78796418	78839967	43549	0	57	21	11	11	6	1	404017675	77.34369090298381
24767	chr8	47289145	47332620	43475	1	90	31	15	12	16	2	404061150	77.35201360065294
28559	chrX	177633138	177676502	43364	0	185	33	44	24	58	8	404104514	77.3603150488812
2904	chr11	35467287	35510590	43303	1	174	38	25	28	65	0	404147817	77.36860481948882
26767	chrX	11662056	11705187	43131	0	76	13	26	5	21	0	404190948	77.37686166303493
20198	chr4	56004401	56047495	43094	0	115	35	18	13	29	2	404234042	77.38511142343407
2158	chr10	79285637	79328719	43082	0	55	19	11	5	10	3	404277124	77.39335888659637
13576	chr20	73670819	73713884	43065	0	92	34	19	15	19	0	404320189	77.40160309533981
22039	chr6	19851947	19894873	42926	1	50	16	9	4	17	0	404363115	77.40982069442308
18184	chr28	24898406	24941230	42824	2	255	41	37	61	88	12	404405939	77.41801876699311
23233	chr7	3306141	3348945	42804	2	96	25	29	5	29	0	404448743	77.42621301083507
7273	chr15	97892211	97935004	42793	1	118	21	13	22	42	0	404491536	77.43440514887658
10603	chr19	22973761	23016511	42750	0	198	44	30	35	55	0	404534286	77.44258905515272
16925	chr25	41032645	41075360	42715	1	223	47	26	38	99	1	404577001	77.45076626115471
20107	chr4	49361287	49403990	42703	1	80	32	17	8	12	0	404619704	77.45894116991985
26695	chrX	6666537	6709237	42700	0	67	21	16	7	15	0	404662404	77.4671155043758
23076	chr6	130597786	130640423	42637	1	89	14	27	9	22	1	404705041	77.47527777833825
14506	chr22	6701205	6743823	42618	1	123	25	12	19	43	5	404747659	77.48343641500905
25036	chr8	61505224	61547710	42486	1	129	29	23	34	26	0	404790145	77.49156978207449
9553	chr18	25387870	25430330	42460	0	166	42	30	36	43	2	404832605	77.49969817179344
7535	chr16	8810351	8852772	42421	2	84	23	20	14	20	2	404875026	77.50781909549262
26179	chr9	79747339	79789733	42394	0	112	22	22	14	35	6	404917420	77.5159348504089
12672	chr20	1147974	1190357	42383	0	50	19	5	8	8	3	404959803	77.52404849952472
28941	chrY	79738000	79780319	42319	0	44	8	20	6	4	0	405002122	77.53214989671068
2440	chr10	106504577	106546885	42308	0	131	51	21	15	29	0	405044430	77.5402491880962
15083	chr22	57620703	57662926	42223	0	114	10	25	18	53	0	405086653	77.54833220738736
19383	chr3	116595080	116637250	42170	2	94	24	23	9	31	0	405128823	77.55640508054911
27975	chrX	118203849	118245879	42030	1	88	23	27	12	17	0	405170853	77.56445115261428
4460	chr12	122441377	122483324	41947	0	80	22	20	10	13	0	405212800	77.57248133545791
11936	chr2	42942347	42984262	41915	0	74	22	18	19	7	0	405254715	77.58050539233659
27319	chrX	62072058	62113954	41896	0	77	22	26	6	13	0	405296611	77.58852581192362
20105	chr4	49287555	49329426	41871	0	82	24	20	7	27	0	405338482	77.59654144560054
28866	chrY	69326605	69368188	41583	0	121	34	31	17	27	0	405380065	77.60450194559306
17503	chr27	8753994	8795562	41568	1	132	33	34	12	35	0	405421633	77.61245957403953
11719	chr2	34091536	34133069	41533	2	260	52	37	49	96	0	405463166	77.62041050221184
4642	chr13	21502169	21543644	41475	1	193	44	27	20	85	0	405504641	77.62835032707274
20917	chr5	20393555	20434936	41381	1	150	31	16	26	65	1	405546022	77.63627215691163
21598	chr5	108640741	108682110	41369	2	186	47	21	29	67	5	405587391	77.64419168951368
7335	chr15	102799025	102840327	41302	0	138	38	23	18	47	0	405628693	77.65209839587665
28943	chrY	79796509	79837790	41281	0	94	18	18	37	12	0	405669974	77.66000108207513
27612	chrX	91961840	92003116	41276	0	67	21	15	8	16	0	405711250	77.6679028110916
7772	chr16	33329242	33370481	41239	1	157	39	25	16	62	0	405752489	77.6757974569611
11775	chr2	36671665	36712877	41212	1	78	22	20	4	20	0	405793701	77.6836869340477
24766	chr8	47231131	47272289	41158	1	85	38	10	13	11	1	405834859	77.69156607356848
22137	chr6	29088888	29130009	41121	2	89	24	22	6	29	0	405875980	77.69943812994231
22068	chr6	23024220	23065313	41093	2	96	35	8	7	27	1	405917073	77.70730482609682
28644	chrX	187181503	187222562	41059	0	79	25	16	10	18	0	405958132	77.7151650134136
4434	chr12	119722079	119762999	40920	1	114	29	27	21	18	2	405999052	77.72299859107018
11665	chr2	31048071	31088988	40917	0	200	21	24	21	101	1	406039969	77.73083159441757
3405	chr11	94789304	94830143	40839	1	210	40	50	20	88	1	406080808	77.73864966572542
11489	chr2	20514945	20555760	40815	1	110	25	14	17	34	0	406121623	77.74646314255959
25045	chr8	64906905	64947695	40790	1	52	19	15	3	7	0	406162413	77.75427183348366
26143	chr9	76940095	76980793	40698	0	97	19	8	17	33	1	406203111	77.76206291225853
27976	chrX	118334191	118374819	40628	1	64	12	17	11	15	0	406243739	77.76984059048513
11844	chr2	38781262	38821848	40586	1	114	39	26	9	25	0	406284325	77.77761022838276
24238	chr7	119086742	119127299	40557	1	166	31	20	20	69	9	406324882	77.78537431462466
5493	chr14	4861834	4902295	40461	0	83	23	13	7	30	1	406365343	77.79312002297175
28746	chrX	196921411	196961821	40410	0	197	63	16	56	48	0	406405753	77.80085596806225
16324	chr24	31299049	31339250	40201	3	72	31	10	6	23	0	406445954	77.80855190294429
13016	chr20	27260850	27301029	40179	1	283	48	32	78	101	0	406486133	77.81624362622543
24989	chr8	60130480	60170582	40102	1	73	18	30	5	15	0	406526235	77.82392060890345
24912	chr8	56533976	56574057	40081	0	63	14	9	23	13	1	406566316	77.83159357141699
6364	chr14	111175607	111215668	40061	2	115	35	20	22	27	0	406606377	77.83926270520244
20016	chr4	40896304	40936325	40021	3	149	35	22	46	38	1	406646398	77.84692418153173
24052	chr7	88561237	88601238	40001	0	148	20	30	21	61	0	406686399	77.85458182913295
21646	chr5	114057535	114097533	39998	1	240	40	22	46	119	0	406726397	77.86223890242495
5478	chr14	3886830	3926773	39943	0	92	23	12	12	33	2	406766340	77.86988544671473
8059	chr16	52924153	52964071	39918	2	95	41	20	13	15	0	406806258	77.87752720509438
26953	chrX	28520028	28559841	39813	0	86	24	21	6	23	0	406846071	77.88514886265163
11927	chr2	42416621	42456422	39801	4	82	27	16	8	24	0	406885872	77.89276822297201
8695	chr17	23158556	23198342	39786	2	43	17	9	2	11	0	406925658	77.90038471174634
11727	chr2	34597412	34637115	39703	1	84	27	14	8	17	0	406965361	77.90798531129911
6368	chr14	111457885	111497508	39623	3	44	14	4	3	9	0	407004984	77.91557059593957
7719	chr16	28090504	28130102	39598	2	109	30	18	19	30	2	407044582	77.92315109466992
9526	chr18	22726450	22766037	39587	0	137	24	16	37	46	0	407084169	77.93072948759982
10193	chr18	95442599	95482160	39561	0	139	25	17	38	47	0	407123730	77.93830290318323
9668	chr18	36584100	36623573	39473	0	138	26	16	36	47	0	407163203	77.94585947236305
24603	chr8	30799813	30839133	39320	0	275	68	38	49	100	0	407202523	77.95338675177307
20257	chr4	60385886	60425187	39301	1	63	19	22	7	11	0	407241824	77.9609103938914
16700	chr25	16822193	16861419	39226	1	215	44	32	67	46	0	407281050	77.96841967827942
251	chr1	25692942	25732145	39203	1	221	51	25	19	108	0	407320253	77.97592455963013
7433	chr16	1475493	1514673	39180	2	186	37	21	21	90	4	407359433	77.98342503794356
10136	chr18	89529350	89568505	39155	0	130	25	16	31	48	0	407398588	77.99092073034689
27671	chrX	97529132	97568282	39150	0	61	21	19	5	13	0	407437738	77.99841546556819
10230	chr18	97458744	97497890	39146	0	123	25	14	30	43	0	407476884	78.00590943504388
13575	chr20	73630135	73669266	39131	0	88	38	14	14	15	0	407516015	78.01340053297349
10205	chr18	95880118	95919248	39130	0	124	25	16	30	42	0	407555145	78.02089143946672
7948	chr16	47124514	47163637	39123	1	360	60	40	91	147	2	407594268	78.02838100590512
9478	chr18	18985380	19024482	39102	1	153	41	17	36	40	0	407633370	78.03586655217902
21952	chr6	11560492	11599569	39077	0	70	22	10	11	15	3	407672447	78.04334731254282
9679	chr18	37012215	37051292	39077	0	129	27	15	28	48	0	407711524	78.05082807290663
20195	chr4	55802978	55842020	39042	0	101	33	12	10	29	0	407750566	78.05830213299629
20108	chr4	49420912	49459938	39026	1	71	24	16	10	12	0	407789592	78.06577313010348
26120	chr9	75934302	75973222	38920	1	83	18	9	11	26	2	407828512	78.07322383495183
20216	chr4	56851830	56890607	38777	0	98	34	10	9	28	0	407867289	78.0806471643944
15020	chr22	53926655	53965425	38770	0	48	12	11	5	11	1	407906059	78.08806915378213
10491	chr19	15655503	15694258	38755	1	209	29	21	41	94	0	407944814	78.09548827162381
15351	chr22	81618375	81657103	38728	2	109	35	9	18	33	3	407983542	78.10290222068258
10613	chr19	23745515	23784241	38726	1	234	47	32	38	100	0	408022268	78.11031578686854
26701	chrX	6961145	6999853	38708	0	96	17	25	8	38	0	408060976	78.11772590719922
9734	chr18	41343467	41382114	38647	0	71	17	15	8	26	0	408099623	78.12512434990924
14947	chr22	50587944	50626579	38635	0	118	52	12	16	26	0	408138258	78.13252049538242
26950	chrX	28450570	28489172	38602	0	83	19	28	7	22	0	408176860	78.13991032345427
15212	chr22	68506507	68545001	38494	2	92	24	13	6	28	0	408215354	78.14727947639449
8128	chr16	66988085	67026575	38490	0	105	26	12	41	21	0	408253844	78.15464786358906
7377	chr15	104500151	104538633	38482	0	144	39	21	26	47	0	408292326	78.16201471929242
7385	chr15	104805524	104843970	38446	0	156	43	25	18	56	0	408330772	78.16937468328521
20245	chr4	58833937	58872382	38445	1	60	14	21	5	15	0	408369217	78.17673445584163
11603	chr2	26061566	26099983	38417	0	84	25	14	18	14	0	408407634	78.1840888681787
17528	chr27	11189581	11227923	38342	1	120	23	24	14	44	1	408445976	78.19142892278548
7358	chr15	103623686	103661973	38287	0	150	40	23	19	53	0	408484263	78.19875844839002
28643	chrX	187091618	187129880	38262	0	102	32	11	13	22	3	408522525	78.20608318808448
14446	chr21	86099232	86137460	38228	0	118	35	21	13	37	0	408560753	78.21340141894117
28505	chrX	171000178	171038397	38219	0	36	10	14	3	3	0	408598972	78.22071792687024
25987	chr9	61545872	61583965	38093	0	57	13	15	7	10	0	408637065	78.22801031381239
11840	chr2	38635071	38673115	38044	0	56	19	10	6	17	0	408675109	78.23529332037073
20213	chr4	56718548	56756586	38038	0	79	23	19	6	16	5	408713147	78.24257517831066
10137	chr18	89568830	89606846	38016	0	83	21	11	16	28	0	408751163	78.2498528246497
19811	chr4	17228099	17266018	37919	0	62	12	18	12	9	0	408789082	78.25711190165752
28661	chrX	188905411	188943229	37818	2	92	32	11	12	19	0	408826900	78.26435164358855
18044	chr28	8295428	8333204	37776	1	51	11	17	5	9	1	408864676	78.27158334519059
968	chr1	107572315	107609997	37682	0	104	27	11	18	34	0	408902358	78.27879705177064
1003	chr1	109310255	109347904	37649	0	95	28	10	15	31	0	408940007	78.28600444094937
26710	chrX	7311488	7349092	37604	1	81	22	14	21	17	0	408977611	78.2932032154899
6407	chr15	13260	50838	37578	0	100	19	15	32	23	0	409015189	78.30039701268392
14165	chr21	46745082	46782655	37573	1	83	24	12	10	28	0	409052762	78.30758985269593
2243	chr10	86405430	86442948	37518	0	117	43	23	13	30	0	409090280	78.3147721637057
12550	chr2	145709709	145747212	37503	1	145	34	26	24	50	0	409127783	78.32195160316942
1000	chr1	109189344	109226802	37458	0	95	25	11	13	33	0	409165241	78.32912242799496
19934	chr4	35381211	35418652	37441	2	41	16	0	6	4	3	409202682	78.33628999840163
992	chr1	108831012	108868453	37441	0	86	30	9	10	25	0	409240123	78.34345756880829
6781	chr15	43735805	43773173	37368	0	142	39	20	17	53	0	409277491	78.35061116435745
21168	chr5	53275153	53312483	37330	0	118	32	31	16	29	1	409314821	78.35775748532325
9518	chr18	21827144	21864459	37315	0	88	19	18	12	24	0	409352136	78.36490093474299
651	chr1	73941372	73978682	37310	1	61	20	5	2	15	1	409389446	78.37204342698072
12350	chr2	95901723	95939009	37286	0	64	18	6	9	17	1	409426732	78.37918132474474
12364	chr2	118649493	118686764	37271	0	69	22	5	3	18	1	409464003	78.3863163509627
12348	chr2	95539357	95576610	37253	0	65	19	7	3	17	1	409501256	78.39344793132538
12355	chr2	102963792	103001039	37247	0	70	19	7	4	20	1	409538503	78.40057836306966
14228	chr21	53078286	53115519	37233	0	57	19	11	9	11	0	409575736	78.40770611470425
12360	chr2	114232565	114269781	37216	0	65	20	5	4	17	1	409612952	78.41483061192
18046	chr28	8391073	8428271	37198	1	42	8	15	2	9	1	409650150	78.42195166328045
23972	chr7	85744154	85781345	37191	0	132	25	24	17	50	0	409687341	78.42907137458609
27054	chrX	36138135	36175294	37159	1	171	34	24	35	52	1	409724500	78.43618495992679
14312	chr21	58191477	58228636	37159	0	27	11	8	3	2	0	409761659	78.4432985452675
7320	chr15	102137618	102174752	37134	0	168	45	30	25	50	0	409798793	78.45040734469809
16436	chr24	42328617	42365749	37132	1	280	43	34	55	135	1	409835925	78.45751576125588
9314	chr18	574747	611842	37095	0	88	22	19	8	23	0	409873020	78.4646170946667
14367	chr21	70236767	70273832	37065	0	77	31	9	10	23	0	409910085	78.47171268498543
26602	chrX	1403124	1440151	37027	0	78	20	14	11	22	3	409947112	78.4788010007208
7923	chr16	45141047	45177946	36899	0	45	15	11	10	3	0	409984011	78.48586481259642
2634	chr10	120963425	121000296	36871	0	61	29	8	4	12	1	410020882	78.49292326425272
20203	chr4	56279595	56316427	36832	1	107	24	28	19	27	0	410057714	78.49997424988928
26949	chrX	28412621	28449323	36702	0	89	29	9	17	18	0	410094416	78.5070003487933
28922	chrY	75305656	75342341	36685	0	74	21	12	21	16	0	410131101	78.51402319327845
12212	chr2	65631423	65668094	36671	2	201	47	43	25	71	0	410167772	78.52104335765394
23451	chr7	25440074	25476667	36593	1	207	40	25	33	84	0	410204365	78.52804858998991
20212	chr4	56654598	56691136	36538	0	103	33	16	13	22	2	410240903	78.53504329332365
28869	chrY	69442285	69478777	36492	0	50	13	28	3	2	0	410277395	78.5420291905828
24461	chr8	13936419	13972889	36470	1	147	37	14	22	59	0	410313865	78.54901087624107
10242	chr18	97892324	97928775	36451	0	115	20	13	34	37	0	410350316	78.55598892460765
10149	chr18	91603545	91639994	36449	0	115	19	13	32	40	0	410386765	78.56296659010142
118	chr1	10044231	10080561	36330	0	87	19	8	24	24	0	410423095	78.5699214746631
20242	chr4	58765334	58801642	36308	0	92	24	20	14	26	0	410459403	78.5768721476239
17523	chr27	10780900	10817155	36255	1	113	26	9	35	27	0	410495658	78.58381267445527
20236	chr4	58064110	58100341	36231	1	62	18	20	4	12	0	410531889	78.59074860681295
11504	chr2	21356872	21393084	36212	2	117	33	12	16	43	0	410568101	78.59768090187896
7370	chr15	104096629	104132816	36187	0	144	37	26	13	54	0	410604288	78.60460841103485
18937	chr3	79462876	79499055	36179	1	78	16	24	9	20	3	410640467	78.61153438869951
9402	chr18	8347083	8383249	36166	1	258	43	49	45	107	3	410676633	78.61845787769091
23855	chr7	60429873	60465971	36098	0	45	6	16	7	10	0	410712731	78.62536834900685
28626	chrX	184765330	184801406	36076	0	64	21	21	7	12	0	410748807	78.63227460872189
7332	chr15	102621056	102657124	36068	0	140	38	27	17	48	0	410784875	78.6391793369457
16229	chr24	26043626	26079670	36044	3	67	22	16	7	16	0	410820919	78.64607947069581
12211	chr2	65593292	65629302	36010	6	210	42	47	27	76	0	410856929	78.65297309560817
2857	chr11	30595428	30631410	35982	1	157	27	25	25	60	0	410892911	78.65986136030122
16286	chr24	28579015	28614986	35971	1	90	25	22	15	21	0	410928882	78.66674751919382
7926	chr16	45385794	45421738	35944	2	96	22	20	9	35	0	410964826	78.67362850930351
24949	chr8	58443193	58479118	35925	1	153	46	27	28	41	0	411000751	78.68050586212154
27605	chrX	91623733	91659619	35886	0	92	29	21	15	18	0	411036637	78.68737574891979
8601	chr17	20308403	20344274	35871	1	71	21	17	13	13	0	411072508	78.69424276417199
27176	chrX	51235965	51271777	35812	0	58	13	9	7	24	0	411108320	78.70109848467634
27646	chrX	94564576	94600374	35798	0	28	5	9	4	5	0	411144118	78.70795152507102
25543	chr8	125969801	126005599	35798	0	112	12	14	38	21	0	411179916	78.71480456546573
1283	chr1	143269155	143304926	35771	1	62	12	17	4	18	0	411215687	78.72165243707751
27281	chrX	57995891	58031543	35652	0	170	41	26	35	48	2	411251339	78.7284775277572
4639	chr13	21409939	21445502	35563	2	230	47	25	36	100	0	411286902	78.73528558059692
28311	chrX	150005308	150040802	35494	1	92	21	17	8	31	3	411322396	78.74208042432477
17412	chr27	1702053	1737537	35484	1	201	37	30	41	82	2	411357880	78.74887335368857
28755	chrX	197129730	197165207	35477	2	224	51	24	65	72	0	411393357	78.75566494299753
13481	chr20	64352975	64388435	35460	1	240	55	33	33	97	0	411428817	78.76245327788763
28420	chrX	161848284	161883742	35458	1	56	12	6	4	21	0	411464275	78.76924122990494
10697	chr19	31290762	31326216	35454	2	85	25	8	23	20	0	411499729	78.7760284161766
27132	chrX	45330375	45365818	35443	2	151	44	23	17	58	0	411535172	78.78281349664783
2189	chr10	82614591	82649905	35314	1	110	22	18	11	46	0	411570486	78.78957388182293
26697	chrX	6789102	6824386	35284	0	50	17	13	9	8	0	411605770	78.7963285239059
11446	chr2	17254626	17289880	35254	1	119	27	10	22	45	0	411641024	78.80307742289676
16091	chr24	16502197	16537421	35224	0	55	16	21	4	9	0	411676248	78.80982057879548
1139	chr1	125621011	125656177	35166	1	110	28	15	12	40	3	411711414	78.81655263138278
1279	chr1	143177899	143212992	35093	1	70	19	14	7	18	0	411746507	78.82327070911256
24381	chr8	4254235	4289319	35084	2	122	23	33	25	30	2	411781591	78.82998706391471
955	chr1	107225688	107260733	35045	0	102	42	17	19	13	2	411816636	78.83669595269711
7366	chr15	103984241	104019219	34978	0	140	38	24	19	46	0	411851614	78.84339201524043
7353	chr15	103448476	103483445	34969	0	147	40	21	25	49	0	411886583	78.8500863548561
7397	chr15	105116642	105151583	34941	0	150	44	28	18	47	0	411921524	78.85677533425246
16169	chr24	23547765	23582696	34931	0	125	28	18	27	31	3	411956455	78.86346239928478
4946	chr13	68831677	68866604	34927	1	113	27	23	20	32	0	411991382	78.87014869857148
14466	chr21	91095668	91130577	34909	0	103	29	18	5	34	0	412026291	78.87683155200291
6289	chr14	104660383	104695289	34906	0	26	3	15	2	2	0	412061197	78.88351383112513
7403	chr15	105361537	105396407	34870	0	98	33	11	16	32	0	412096067	78.8901892185368
26922	chrX	27591218	27626031	34813	2	129	43	18	19	34	0	412130880	78.89685369407344
6762	chr15	42052357	42087154	34797	0	121	42	13	18	36	0	412165677	78.90351510662761
18918	chr3	78306429	78341198	34769	0	41	12	10	2	10	0	412200446	78.91017115896246
23996	chr7	86570044	86604786	34742	0	143	26	28	20	52	0	412235188	78.9168220425144
14238	chr21	53832232	53866953	34721	1	120	22	23	14	42	3	412269909	78.92346890590186
25563	chr9	10797950	10832668	34718	0	83	23	19	14	21	0	412304627	78.9301151949801
23742	chr7	49944973	49979679	34706	0	100	28	12	19	32	1	412339333	78.93675918682149
