	Unnamed: 0	Chromosome	source	type	Gene Start	Gene End	score	Strand	phase	attributes	gene	Start	End	overlaps_dup
21737	1002003	chr20	Liftoff	gene	64300940	64374240	.	-	.	ID=gene-Samhd1;Dbxref=GeneID:101573979;Name=Samhd1;origin=liftoff;copy_num_ID=gene-Samhd1_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Samhd1;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	SAMHD1	64300939	64374240	True
21894	1008272	chr20	Liftoff	gene	76811733	76858936	.	+	.	ID=gene-Cse1l;Dbxref=GeneID:101580903;Name=Cse1l;origin=liftoff;copy_num_ID=gene-Cse1l_0;coverage=0.942;extra_copy_number=0;gbkey=Gene;gene=Cse1l;gene_biotype=protein_coding;sequence_ID=0.939;valid_ORFs=0	CSE1L	76811732	76858936	True
21984	1011242	chr20	Liftoff	gene	86945449	86950364	.	-	.	ID=gene-LOC101589662;Dbxref=GeneID:101589662;Name=LOC101589662;origin=liftoff;copy_num_ID=gene-LOC101589662_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101589662;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	LOC101589662	86945448	86950364	True
21985	1011252	chr20	Liftoff	gene	86964503	86967810	.	-	.	ID=gene-LOC101589268;Dbxref=GeneID:101589268;Name=LOC101589268;origin=liftoff;copy_num_ID=gene-LOC101589268_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101589268;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	LOC101589268	86964502	86967810	True
21986	1011264	chr20	Liftoff	gene	87308981	87310986	.	+	.	ID=gene-LOC101583000;Dbxref=GeneID:101583000;Name=LOC101583000;origin=liftoff;copy_num_ID=gene-LOC101583000_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101583000;gene_biotype=protein_coding;sequence_ID=0.989;valid_ORFs=1	LOC101583000	87308980	87310986	True
21987	1011272	chr20	Liftoff	gene	87346308	87360289	.	+	.	ID=gene-LOC111814763;Dbxref=GeneID:111814763;Name=LOC111814763;origin=liftoff;copy_num_ID=gene-LOC111814763_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814763;gene_biotype=lncRNA;sequence_ID=0.981	LOC111814763	87346307	87360289	True
21988	1011277	chr20	Liftoff	gene	87347653	87369283	.	-	.	ID=gene-LOC111814762;Dbxref=GeneID:111814762;Name=LOC111814762;origin=liftoff;copy_num_ID=gene-LOC111814762_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814762;gene_biotype=lncRNA;sequence_ID=1.0	LOC111814762	87347652	87369283	True
21989	1011282	chr20	Liftoff	gene	87836908	87839795	.	+	.	ID=gene-Pramef12;Dbxref=GeneID:101572366;Name=Pramef12;origin=rename;copy_num_ID=gene-LOC101572366_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101572366;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1	PRAMEF12	87836907	87839795	True
22060	1016087	chr21	gmst	gene	419069	420761	.	+	.	ID=gene-Eef1a1-dl21;Name=Eef1a1-dl21;origin=de_novo	EEF1A1-DL21	419068	420761	True
22061	1016095	chr21	Liftoff	gene	494980	495051	.	+	.	ID=gene-Trnaq-cug-9;Dbxref=GeneID:111814738;Name=Trnaq-cug-9;origin=liftoff;copy_num_ID=gene-Trnaq-cug-9_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnaq-cug;gene_biotype=tRNA;sequence_ID=0.986	TRNAQ-CUG-9	494979	495051	True
22062	1016098	chr21	AUGUSTUS	gene	499134	499754	.	+	.	ID=gene-Sod2-dl3;Name=Sod2-dl3;origin=de_novo	SOD2-DL3	499133	499754	True
22063	1016105	chr21	Liftoff	gene	515286	515357	.	+	.	ID=gene-Trnaq-cug-7;Dbxref=GeneID:111814497;Name=Trnaq-cug-7;origin=liftoff;copy_num_ID=gene-Trnaq-cug-7_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnaq-cug;gene_biotype=tRNA;sequence_ID=1.0	TRNAQ-CUG-7	515285	515357	True
22064	1016108	chr21	Liftoff	gene	520624	520787	.	-	.	ID=gene-LOC111814491;Dbxref=GeneID:111814491;Name=LOC111814491;origin=liftoff;copy_num_ID=gene-LOC111814491_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814491;gene_biotype=snRNA;sequence_ID=1.0	LOC111814491	520623	520787	True
22065	1016111	chr21	Liftoff	gene	534336	534407	.	-	.	ID=gene-Trnah-gug-6;Dbxref=GeneID:111814495;Name=Trnah-gug-6;origin=liftoff;copy_num_ID=gene-Trnah-gug-6_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnah-gug;gene_biotype=tRNA;sequence_ID=1.0	TRNAH-GUG-6	534335	534407	True
22066	1016114	chr21	Liftoff	gene	541762	541833	.	-	.	ID=gene-Trnae-uuc-6;Dbxref=GeneID:111814494;Name=Trnae-uuc-6;origin=liftoff;copy_num_ID=gene-Trnae-uuc-6_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnae-uuc;gene_biotype=tRNA;sequence_ID=1.0	TRNAE-UUC-6	541761	541833	True
22067	1016117	chr21	Liftoff	gene	545328	545401	.	-	.	ID=gene-Trnan-guu-11;Dbxref=GeneID:111814502;Name=Trnan-guu-11;origin=liftoff;copy_num_ID=gene-Trnan-guu-11_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnan-guu;gene_biotype=tRNA;sequence_ID=1.0	TRNAN-GUU-11	545327	545401	True
22161	1019227	chr21	Liftoff	gene	8856779	8882951	.	+	.	ID=gene-Csde1;Dbxref=GeneID:101591973;Name=Csde1;origin=liftoff;copy_num_ID=gene-Csde1_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Csde1;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=2	CSDE1	8856778	8882951	True
22272	1023709	chr21	Liftoff	gene	19926138	19933637	.	+	.	ID=gene-Amy1;Dbxref=GeneID:101584298;Name=Amy1;origin=rename;copy_num_ID=gene-LOC101584298_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101584298;gene_biotype=protein_coding;sequence_ID=0.992;valid_ORFs=3	AMY1	19926137	19933637	True
22273	1023774	chr21	Liftoff	gene	19967997	19974726	.	-	.	ID=gene-Amy2;Dbxref=GeneID:101585219;Name=Amy2;origin=rename;copy_num_ID=gene-LOC101585219_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101585219;gene_biotype=protein_coding;sequence_ID=0.996;valid_ORFs=3	AMY2	19967996	19974726	True
22428	1032491	chr21	Liftoff	gene	46742128	46782654	.	-	.	ID=gene-Ssx2ip;Dbxref=GeneID:101563561;Name=Ssx2ip;origin=liftoff;copy_num_ID=gene-Ssx2ip_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Ssx2ip;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=4	SSX2IP	46742127	46782654	True
22448	1033276	chr21	Liftoff	gene	48799173	48829472	.	+	.	ID=gene-Clca4-l1;Dbxref=GeneID:101578689;Name=Clca4-l1;origin=rename;copy_num_ID=gene-LOC101578689_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101578689;gene_biotype=protein_coding;sequence_ID=0.958;valid_ORFs=1	CLCA4-L1	48799172	48829472	True
22466	1033713	chr21	AUGUSTUS	gene	51760170	51769135	.	-	.	ID=gene-Gbp5-dl1;Name=Gbp5-dl1;origin=de_novo	GBP5-DL1	51760169	51769135	True
22467	1033747	chr21	Liftoff	gene	51841750	51842883	.	-	.	ID=gene-Gbp6-l1;Dbxref=GeneID:111814987;Name=Gbp6-l1;origin=rename;copy_num_ID=gene-LOC111814987_0;coverage=1.0;end_range=1664,.;extra_copy_number=0;gbkey=Gene;gene=LOC111814987;gene_biotype=protein_coding;partial=true;sequence_ID=0.991;start_range=.,531;valid_ORFs=0	GBP6-L1	51841749	51842883	True
22468	1033753	chr21	Liftoff	gene	51904206	51906516	.	+	.	ID=gene-Ist1-l1;Dbxref=GeneID:101582196;Name=Ist1-l1;origin=rename;copy_num_ID=gene-LOC101582196_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101582196;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=1	IST1-L1	51904205	51906516	True
22469	1033759	chr21	Liftoff	gene	51950529	51973764	.	-	.	ID=gene-Gbp6-l2;Dbxref=GeneID:101587195;Name=Gbp6-l2;origin=rename;copy_num_ID=gene-LOC101587195_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101587195;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=1	GBP6-L2	51950528	51973764	True
22470	1033783	chr21	Liftoff	gene	52022660	52037100	.	+	.	ID=gene-Gbp5;Dbxref=GeneID:101585995;Name=Gbp5;origin=rename;copy_num_ID=gene-LOC101585995_0;coverage=0.519;extra_copy_number=0;gbkey=Gene;gene=LOC101585995;gene_biotype=protein_coding;sequence_ID=0.519;valid_ORFs=0	GBP5	52022659	52037100	True
22471	1033812	chr21	Liftoff	gene	52094761	52135931	.	+	.	ID=gene-LOC101584805;Dbxref=GeneID:101584805;Name=LOC101584805;origin=liftoff;copy_num_ID=gene-LOC101584805_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101584805;gene_biotype=protein_coding;sequence_ID=1.0;valid_ORFs=0	LOC101584805	52094760	52135931	True
22472	1033832	chr21	Liftoff	gene	52117459	52117565	.	+	.	ID=gene-LOC111814694;Dbxref=GeneID:111814694;Name=LOC111814694;origin=liftoff;copy_num_ID=gene-LOC111814694_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814694;gene_biotype=snRNA;sequence_ID=1.0	LOC111814694	52117458	52117565	True
22473	1033835	chr21	Liftoff	gene	52182758	52194143	.	-	.	ID=gene-LOC101563021;Dbxref=GeneID:101563021;Name=LOC101563021;origin=liftoff;copy_num_ID=gene-LOC101563021_0;coverage=0.873;extra_copy_number=0;gbkey=Gene;gene=LOC101563021;gene_biotype=protein_coding;sequence_ID=0.741;valid_ORFs=0	LOC101563021	52182757	52194143	True
22474	1033856	chr21	Liftoff	gene	52260734	52287323	.	+	.	ID=gene-Gbp6;Dbxref=GeneID:101582866;Name=Gbp6;origin=rename;copy_num_ID=gene-LOC101582866_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101582866;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=2	GBP6	52260733	52287323	True
22475	1033909	chr21	AUGUSTUS	gene	52458690	52463944	.	+	.	ID=gene-Gbp5-dl2;Name=Gbp5-dl2;origin=de_novo	GBP5-DL2	52458689	52463944	True
22476	1033933	chr21	AUGUSTUS	gene	52463884	52468014	.	+	.	ID=gene-Gbp5-dl3;Name=Gbp5-dl3;origin=de_novo	GBP5-DL3	52463883	52468014	True
22477	1033956	chr21	Liftoff	gene	52489084	52503958	.	+	.	ID=gene-Gbp5-l1;Dbxref=GeneID:101569362;Name=Gbp5-l1;origin=rename;copy_num_ID=gene-LOC101569362_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101569362;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=1	GBP5-L1	52489083	52503958	True
22478	1033982	chr21	Liftoff	gene	52545438	52558767	.	+	.	ID=gene-Gbp6-l3;Dbxref=GeneID:101568578;Name=Gbp6-l3;origin=rename;copy_num_ID=gene-LOC101568578_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101568578;gene_biotype=protein_coding;sequence_ID=0.994;valid_ORFs=3	GBP6-L3	52545437	52558767	True
22479	1034049	chr21	AUGUSTUS	gene	52601480	53023304	.	+	.	ID=gene-Gbp1;Name=Gbp1;origin=replace	GBP1	52601479	53023304	True
22480	1034062	chr21	Liftoff	gene	52685818	52705832	.	-	.	ID=gene-LOC101567374;Dbxref=GeneID:101567374;Name=LOC101567374;origin=liftoff;copy_num_ID=gene-LOC101567374_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101567374;gene_biotype=protein_coding;sequence_ID=0.998;valid_ORFs=1	LOC101567374	52685817	52705832	True
22481	1034084	chr21	Liftoff	gene	52759424	52772808	.	-	.	ID=gene-LOC101566571;Dbxref=GeneID:101566571;Name=LOC101566571;origin=liftoff;copy_num_ID=gene-LOC101566571_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101566571;gene_biotype=protein_coding;sequence_ID=0.993;valid_ORFs=1	LOC101566571	52759423	52772808	True
22482	1034106	chr21	Liftoff	gene	52848969	52866733	.	+	.	ID=gene-LOC101565388;Dbxref=GeneID:101565388;Name=LOC101565388;origin=liftoff;copy_num_ID=gene-LOC101565388_0;coverage=0.998;extra_copy_number=0;gbkey=Gene;gene=LOC101565388;gene_biotype=protein_coding;sequence_ID=0.991;valid_ORFs=0	LOC101565388	52848968	52866733	True
22489	1034258	chr21	Liftoff	gene	53821158	53860679	.	+	.	ID=gene-Znf326;Dbxref=GeneID:101569483;Name=Znf326;origin=liftoff;copy_num_ID=gene-Znf326_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Znf326;gene_biotype=protein_coding;sequence_ID=0.997;valid_ORFs=7	ZNF326	53821157	53860679	True
22556	1037432	chr21	Liftoff	gene	65388473	65388542	.	-	.	ID=gene-Trnaq-cug-8;Dbxref=GeneID:111814498;Name=Trnaq-cug-8;origin=liftoff;copy_num_ID=gene-Trnaq-cug-8_0;coverage=0.972;extra_copy_number=0;gbkey=Gene;gene=Trnaq-cug;gene_biotype=tRNA;sequence_ID=0.972	TRNAQ-CUG-8	65388472	65388542	True
22557	1037435	chr21	Liftoff	gene	65449353	65449516	.	+	.	ID=gene-LOC111814736;Dbxref=GeneID:111814736;Name=LOC111814736;origin=liftoff;copy_num_ID=gene-LOC111814736_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814736;gene_biotype=snRNA;sequence_ID=1.0	LOC111814736	65449352	65449516	True
22558	1037438	chr21	Liftoff	gene	65474280	65474443	.	+	.	ID=gene-LOC111814734;Dbxref=GeneID:111814734;Name=LOC111814734;origin=liftoff;copy_num_ID=gene-LOC111814734_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814734;gene_biotype=snRNA;sequence_ID=1.0	LOC111814734	65474279	65474443	True
22559	1037441	chr21	Liftoff	gene	65496205	65496368	.	+	.	ID=gene-LOC111814735;Dbxref=GeneID:111814735;Name=LOC111814735;origin=liftoff;copy_num_ID=gene-LOC111814735_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814735;gene_biotype=snRNA;sequence_ID=1.0	LOC111814735	65496204	65496368	True
22560	1037444	chr21	Liftoff	gene	65503545	65503707	.	+	.	ID=gene-LOC111814737;Dbxref=GeneID:111814737;Name=LOC111814737;origin=liftoff;copy_num_ID=gene-LOC111814737_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814737;gene_biotype=snRNA;sequence_ID=0.993	LOC111814737	65503544	65503707	True
22561	1037447	chr21	Liftoff	gene	65552110	65552271	.	+	.	ID=gene-LOC111814733;Dbxref=GeneID:111814733;Name=LOC111814733;origin=liftoff;copy_num_ID=gene-LOC111814733_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814733;gene_biotype=snRNA;sequence_ID=1.0	LOC111814733	65552109	65552271	True
22562	1037450	chr21	Liftoff	gene	65616173	65621959	.	+	.	ID=gene-Cpm-l1;Dbxref=GeneID:111814732;Name=Cpm-l1;origin=rename;copy_num_ID=gene-LOC111814732_0;coverage=1.0;end_range=258329,.;extra_copy_number=0;gbkey=Gene;gene=LOC111814732;gene_biotype=protein_coding;partial=true;sequence_ID=0.997;valid_ORFs=0	CPM-L1	65616172	65621959	True
22563	1037459	chr21	Liftoff	gene	65873721	65873884	.	+	.	ID=gene-LOC111814881;Dbxref=GeneID:111814881;Name=LOC111814881;origin=liftoff;copy_num_ID=gene-LOC111814881_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814881;gene_biotype=snRNA;sequence_ID=0.987	LOC111814881	65873720	65873884	True
22564	1037462	chr21	Liftoff	gene	65930715	65930878	.	+	.	ID=gene-LOC111814848;Dbxref=GeneID:111814848;Name=LOC111814848;origin=liftoff;copy_num_ID=gene-LOC111814848_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814848;gene_biotype=snRNA;sequence_ID=1.0	LOC111814848	65930714	65930878	True
22565	1037465	chr21	Liftoff	gene	65952647	65952810	.	+	.	ID=gene-LOC111814847;Dbxref=GeneID:111814847;Name=LOC111814847;origin=liftoff;copy_num_ID=gene-LOC111814847_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814847;gene_biotype=snRNA;sequence_ID=0.993	LOC111814847	65952646	65952810	True
22566	1037468	chr21	Liftoff	gene	66072263	66072426	.	+	.	ID=gene-LOC111814797;Dbxref=GeneID:111814797;Name=LOC111814797;origin=liftoff;copy_num_ID=gene-LOC111814797_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814797;gene_biotype=snRNA;sequence_ID=0.987	LOC111814797	66072262	66072426	True
22567	1037471	chr21	Liftoff	gene	67001412	67001575	.	+	.	ID=gene-LOC111814871;Dbxref=GeneID:111814871;Name=LOC111814871;origin=liftoff;copy_num_ID=gene-LOC111814871_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814871;gene_biotype=snRNA;sequence_ID=1.0	LOC111814871	67001411	67001575	True
22568	1037474	chr21	Liftoff	gene	69180449	69180612	.	+	.	ID=gene-LOC111814834;Dbxref=GeneID:111814834;Name=LOC111814834;origin=liftoff;copy_num_ID=gene-LOC111814834_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814834;gene_biotype=snRNA;sequence_ID=1.0	LOC111814834	69180448	69180612	True
22569	1037477	chr21	Liftoff	gene	69488895	69489057	.	+	.	ID=gene-LOC111814805;Dbxref=GeneID:111814805;Name=LOC111814805;origin=liftoff;copy_num_ID=gene-LOC111814805_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814805;gene_biotype=snRNA;sequence_ID=1.0	LOC111814805	69488894	69489057	True
22570	1037480	chr21	Liftoff	gene	69917687	69917850	.	+	.	ID=gene-LOC111814873;Dbxref=GeneID:111814873;Name=LOC111814873;origin=liftoff;copy_num_ID=gene-LOC111814873_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814873;gene_biotype=snRNA;sequence_ID=0.993	LOC111814873	69917686	69917850	True
22571	1037483	chr21	Liftoff	gene	70005346	70005509	.	+	.	ID=gene-LOC111814752;Dbxref=GeneID:111814752;Name=LOC111814752;origin=liftoff;copy_num_ID=gene-LOC111814752_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814752;gene_biotype=snRNA;sequence_ID=1.0	LOC111814752	70005345	70005509	True
22573	1037489	chr21	Liftoff	gene	70072961	70191207	.	+	.	ID=gene-LOC111814747;Dbxref=GeneID:111814747;Name=LOC111814747;origin=liftoff;copy_num_ID=gene-LOC111814747_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814747;gene_biotype=lncRNA;sequence_ID=1.0	LOC111814747	70072960	70191207	True
22574	1037494	chr21	Liftoff	gene	70099395	70099558	.	-	.	ID=gene-LOC111814748;Dbxref=GeneID:111814748;Name=LOC111814748;origin=liftoff;copy_num_ID=gene-LOC111814748_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814748;gene_biotype=snRNA;sequence_ID=0.963	LOC111814748	70099394	70099558	True
22575	1037497	chr21	Liftoff	gene	70175312	70175475	.	-	.	ID=gene-LOC111814753;Dbxref=GeneID:111814753;Name=LOC111814753;origin=liftoff;copy_num_ID=gene-LOC111814753_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814753;gene_biotype=snRNA;sequence_ID=0.993	LOC111814753	70175311	70175475	True
22576	1037500	chr21	Liftoff	gene	70182808	70182970	.	-	.	ID=gene-LOC111814751;Dbxref=GeneID:111814751;Name=LOC111814751;origin=liftoff;copy_num_ID=gene-LOC111814751_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814751;gene_biotype=snRNA;sequence_ID=1.0	LOC111814751	70182807	70182970	True
22577	1037503	chr21	Liftoff	gene	70205219	70205382	.	-	.	ID=gene-LOC111814749;Dbxref=GeneID:111814749;Name=LOC111814749;origin=liftoff;copy_num_ID=gene-LOC111814749_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814749;gene_biotype=snRNA;sequence_ID=0.993	LOC111814749	70205218	70205382	True
22578	1037506	chr21	Liftoff	gene	70685086	70685249	.	-	.	ID=gene-LOC111814856;Dbxref=GeneID:111814856;Name=LOC111814856;origin=liftoff;copy_num_ID=gene-LOC111814856_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814856;gene_biotype=snRNA;sequence_ID=0.993	LOC111814856	70685085	70685249	True
22579	1037509	chr21	Liftoff	gene	71172043	71172207	.	-	.	ID=gene-LOC111814963;Dbxref=GeneID:111814963;Name=LOC111814963;origin=liftoff;copy_num_ID=gene-LOC111814963_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814963;gene_biotype=snRNA;sequence_ID=1.0	LOC111814963	71172042	71172207	True
22580	1037512	chr21	Liftoff	gene	72114089	72114253	.	-	.	ID=gene-LOC111814870;Dbxref=GeneID:111814870;Name=LOC111814870;origin=liftoff;copy_num_ID=gene-LOC111814870_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814870;gene_biotype=snRNA;sequence_ID=1.0	LOC111814870	72114088	72114253	True
22581	1037515	chr21	Liftoff	gene	72212190	72212353	.	-	.	ID=gene-LOC111814854;Dbxref=GeneID:111814854;Name=LOC111814854;origin=liftoff;copy_num_ID=gene-LOC111814854_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814854;gene_biotype=snRNA;sequence_ID=0.993	LOC111814854	72212189	72212353	True
22582	1037518	chr21	Liftoff	gene	72472663	72472826	.	-	.	ID=gene-LOC111814980;Dbxref=GeneID:111814980;Name=LOC111814980;origin=liftoff;copy_num_ID=gene-LOC111814980_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814980;gene_biotype=snRNA;sequence_ID=0.993	LOC111814980	72472662	72472826	True
22583	1037521	chr21	Liftoff	gene	72658710	72658872	.	-	.	ID=gene-LOC111814867;Dbxref=GeneID:111814867;Name=LOC111814867;origin=liftoff;copy_num_ID=gene-LOC111814867_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814867;gene_biotype=snRNA;sequence_ID=1.0	LOC111814867	72658709	72658872	True
22584	1037524	chr21	Liftoff	gene	72772627	72772788	.	-	.	ID=gene-LOC111814833;Dbxref=GeneID:111814833;Name=LOC111814833;origin=liftoff;copy_num_ID=gene-LOC111814833_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814833;gene_biotype=snRNA;sequence_ID=0.987	LOC111814833	72772626	72772788	True
22585	1037527	chr21	Liftoff	gene	74421411	74421572	.	-	.	ID=gene-LOC111814824;Dbxref=GeneID:111814824;Name=LOC111814824;origin=liftoff;copy_num_ID=gene-LOC111814824_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814824;gene_biotype=snRNA;sequence_ID=0.987	LOC111814824	74421410	74421572	True
22586	1037530	chr21	Liftoff	gene	74455701	74455865	.	-	.	ID=gene-LOC111814826;Dbxref=GeneID:111814826;Name=LOC111814826;origin=liftoff;copy_num_ID=gene-LOC111814826_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814826;gene_biotype=snRNA;sequence_ID=1.0	LOC111814826	74455700	74455865	True
22587	1037533	chr21	Liftoff	gene	74462970	74463133	.	-	.	ID=gene-LOC111814825;Dbxref=GeneID:111814825;Name=LOC111814825;origin=liftoff;copy_num_ID=gene-LOC111814825_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814825;gene_biotype=snRNA;sequence_ID=0.993	LOC111814825	74462969	74463133	True
22588	1037536	chr21	Liftoff	gene	74721051	74721122	.	+	.	ID=gene-Trnaq-cug-10;Dbxref=GeneID:111814802;Name=Trnaq-cug-10;origin=liftoff;copy_num_ID=gene-Trnaq-cug-10_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Trnaq-cug;gene_biotype=tRNA;sequence_ID=1.0	TRNAQ-CUG-10	74721050	74721122	True
22589	1037539	chr21	Liftoff	gene	74732687	74732850	.	-	.	ID=gene-LOC111814801;Dbxref=GeneID:111814801;Name=LOC111814801;origin=liftoff;copy_num_ID=gene-LOC111814801_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814801;gene_biotype=snRNA;sequence_ID=0.993	LOC111814801	74732686	74732850	True
22590	1037542	chr21	Liftoff	gene	74741264	74741427	.	-	.	ID=gene-LOC111814800;Dbxref=GeneID:111814800;Name=LOC111814800;origin=liftoff;copy_num_ID=gene-LOC111814800_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814800;gene_biotype=snRNA;sequence_ID=1.0	LOC111814800	74741263	74741427	True
22591	1037545	chr21	Liftoff	gene	74762346	74762509	.	-	.	ID=gene-LOC111814799;Dbxref=GeneID:111814799;Name=LOC111814799;origin=liftoff;copy_num_ID=gene-LOC111814799_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC111814799;gene_biotype=snRNA;sequence_ID=1.0	LOC111814799	74762345	74762509	True
22592	1037548	chr21	gmst	gene	74922658	74924346	.	-	.	ID=gene-Eef1a1-dl23;Name=Eef1a1-dl23;origin=de_novo	EEF1A1-DL23	74922657	74924346	True
22593	1037556	chr21	AUGUSTUS	gene	77361011	77362396	.	-	.	ID=gene-Eef1a1-dl24;Name=Eef1a1-dl24;origin=de_novo	EEF1A1-DL24	77361010	77362396	True
22594	1037563	chr21	AUGUSTUS	gene	82130933	82132282	.	-	.	ID=gene-Sf3a2-dl1;Name=Sf3a2-dl1;origin=de_novo	SF3A2-DL1	82130932	82132282	True
22638	1040680	chr22	Liftoff	gene	6699813	6795230	.	-	.	ID=gene-Eif5b;Dbxref=GeneID:101576631;Name=Eif5b;origin=liftoff;copy_num_ID=gene-Eif5b_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=Eif5b;gene_biotype=protein_coding;sequence_ID=0.999;valid_ORFs=1	EIF5B	6699812	6795230	True
22742	1046714	chr22	Liftoff	gene	12051177	12051668	.	+	.	ID=gene-LOC101587034;Dbxref=GeneID:101587034;Name=LOC101587034;origin=liftoff;copy_num_ID=gene-LOC101587034_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101587034;gene_biotype=V_segment;sequence_ID=0.989;valid_ORFs=1	LOC101587034	12051176	12051668	True
22743	1046720	chr22	Liftoff	gene	12166783	12167356	.	+	.	ID=gene-LOC101584656;Dbxref=GeneID:101584656;Name=LOC101584656;origin=liftoff;copy_num_ID=gene-LOC101584656_0;coverage=1.0;extra_copy_number=0;gbkey=Gene;gene=LOC101584656;gene_biotype=V_segment;sequence_ID=0.991;valid_ORFs=1	LOC101584656	12166782	12167356	True
