gene	base_gene	Chromosome	gene_start_bed	gene_end_bed	region_start	region_end	region_length	gene_length	tier	is_paralog	num_copies	overlaps_dup	Strand	source
EIF3E-DL4	EIF3E	chr20	48365992	48368636	48360992	48373636	12644	2644	T2	True	5	True	-	AUGUSTUS
ENO1-L1	ENO1	chr20	48383969	48385561	48378969	48390561	11592	1592	T2	True	2	True	-	Liftoff
UBE2N	UBE2N	chr20	48623039	48624897	48618039	48629897	11858	1858	T3	False	3	True	+	Liftoff
LOC101585407	LOC101585407	chr20	48638479	48645569	48633479	48650569	17090	7090	T4	False	1	False	+	Liftoff
ERCC4	ERCC4	chr20	48643916	48675887	48638916	48680887	41971	31971	T4	False	1	False	+	Liftoff
MKL2	MKL2	chr20	48777438	49004433	48772438	49009433	236995	226995	T3	False	1	True	+	Liftoff
ATP5MF-DL3	ATP5MF	chr20	48779636	48781394	48774636	48786394	11758	1758	T2	True	5	True	-	AUGUSTUS
TRNAT-CGU-4	TRNAT-CGU-4	chr20	49033509	49033581	49028509	49038581	10072	72	T4	False	1	False	+	Liftoff
LOC111813516	LOC111813516	chr20	49041423	49053580	49036423	49058580	22157	12157	T4	False	1	False	+	Liftoff
PARN	PARN	chr20	49125731	49318843	49120731	49323843	203112	193112	T3	False	1	True	-	Liftoff
LOC111813518	LOC111813518	chr20	49312592	49312699	49307592	49317699	10107	107	T4	False	1	False	+	Liftoff
BFAR	BFAR	chr20	49322332	49345770	49317332	49350770	33438	23438	T3	False	1	True	+	Liftoff
PLA2G10	PLA2G10	chr20	49357127	49373866	49352127	49378866	26739	16739	T4	False	1	False	-	Liftoff
ACSM1	ACSM1	chr20	49410103	49454080	49405103	49459080	53977	43977	T4	False	1	False	-	Liftoff
ACSM2B	ACSM2B	chr20	49494118	49539705	49489118	49544705	55587	45587	T4	False	1	False	-	Liftoff
ACSM5	ACSM5	chr20	49548555	49570157	49543555	49575157	31602	21602	T4	False	1	False	-	AUGUSTUS
PDILT	PDILT	chr20	49576456	49628261	49571456	49633261	61805	51805	T4	False	1	False	+	Liftoff
UMOD	UMOD	chr20	49633429	49657398	49628429	49662398	33969	23969	T4	False	1	False	+	Liftoff
GP2	GP2	chr20	49664783	49680487	49659783	49685487	25704	15704	T4	False	1	False	+	Liftoff
GPR139	GPR139	chr20	49982135	50021241	49977135	50026241	49106	39106	T3	False	1	True	+	Liftoff
LOC111813517	LOC111813517	chr20	50039127	50039231	50034127	50044231	10104	104	T4	False	1	False	+	Liftoff
GPRC5B	GPRC5B	chr20	50149298	50173409	50144298	50178409	34111	24111	T4	False	1	False	+	Liftoff
IQCK	IQCK	chr20	50172436	50318335	50167436	50323335	155899	145899	T3	False	1	True	-	Liftoff
KNOP1	KNOP1	chr20	50318530	50331375	50313530	50336375	22845	12845	T3	False	2	True	+	Liftoff
VPS35L	VPS35L	chr20	50329978	50452712	50324978	50457712	132734	122734	T3	False	1	True	-	Liftoff
LOC111813569	LOC111813569	chr20	50691912	50694593	50686912	50699593	12681	2681	T3	False	1	True	-	Liftoff
RPLP1-DL3	RPLP1	chr20	50743351	50743892	50738351	50748892	10541	541	T2	True	9	True	+	AUGUSTUS
LOC111813578	LOC111813578	chr20	50774114	50774216	50769114	50779216	10102	102	T4	False	1	False	+	Liftoff
CRYZ-L1	CRYZ	chr20	50809740	50811561	50804740	50816561	11821	1821	T2	True	2	True	+	Liftoff
CCP110	CCP110	chr20	50816400	50846026	50811400	50851026	39626	29626	T4	False	1	False	-	Liftoff
GDE1	GDE1	chr20	50849798	50885129	50844798	50890129	45331	35331	T4	False	1	False	+	Liftoff
TMC5	TMC5	chr20	50884640	50982854	50879640	50987854	108214	98214	T3	False	1	True	-	Liftoff
TMC7	TMC7	chr20	51014273	51070431	51009273	51075431	66158	56158	T4	False	1	False	+	Liftoff
DNAJC24-DL1	DNAJC24	chr20	51059753	51060203	51054753	51065203	10450	450	T1	True	2	False	+	gmst
COQ7	COQ7	chr20	51073695	51081853	51068695	51086853	18158	8158	T3	False	1	True	+	Liftoff
ITPRIPL2	ITPRIPL2	chr20	51116887	51123114	51111887	51128114	16227	6227	T4	False	1	False	+	Liftoff
SYT17	SYT17	chr20	51184320	51267333	51179320	51272333	93013	83013	T3	False	1	True	+	Liftoff
LOC111814905	LOC111814905	chr20	51342092	51342218	51337092	51347218	10126	126	T4	False	1	False	+	Liftoff
SMG1	SMG1	chr20	51500562	51607985	51495562	51612985	117423	107423	T3	False	1	True	+	Liftoff
ARL6IP1	ARL6IP1	chr20	51611043	51622836	51606043	51627836	21793	11793	T3	False	1	True	+	Liftoff
RPS15A	RPS15A	chr20	51631917	51637498	51626917	51642498	15581	5581	T3	False	9	True	+	Liftoff
XYLT1	XYLT1	chr20	52328429	52628554	52323429	52633554	310125	300125	T3	False	1	True	-	Liftoff
NOMO1	NOMO1	chr20	53660045	53714073	53655045	53719073	64028	54028	T4	False	1	False	-	Liftoff
ABCC6	ABCC6	chr20	53719043	53777167	53714043	53782167	68124	58124	T4	False	1	False	+	Liftoff
LOC111813574	LOC111813574	chr20	53775221	53775320	53770221	53780320	10099	99	T4	False	1	False	+	Liftoff
ABCC1	ABCC1	chr20	53781890	53919086	53776890	53924086	147196	137196	T3	False	1	True	-	Liftoff
LOC111813577	LOC111813577	chr20	53954426	53954533	53949426	53959533	10107	107	T4	False	1	False	-	Liftoff
FOPNL	FOPNL	chr20	54030968	54048391	54025968	54053391	27423	17423	T4	False	1	False	+	Liftoff
MYH11	MYH11	chr20	54055062	54178125	54050062	54183125	133063	123063	T3	False	1	True	+	Liftoff
NDE1	NDE1	chr20	54181002	54206205	54176002	54211205	35203	25203	T3	False	1	True	-	Liftoff
MARF1	MARF1	chr20	54223563	54281929	54218563	54286929	68366	58366	T3	False	1	True	+	Liftoff
LOC111813576	LOC111813576	chr20	54255848	54255955	54250848	54260955	10107	107	T4	False	1	False	-	Liftoff
CUNH16ORF45	CUNH16ORF45	chr20	54289550	54444418	54284550	54449418	164868	154868	T3	False	1	True	-	Liftoff
SNRPG-DL5	SNRPG	chr20	54464805	54464994	54459805	54469994	10189	189	T2	True	9	True	-	gmst
MPV17L	MPV17L	chr20	54493491	54510132	54488491	54515132	26641	16641	T4	False	1	False	-	Liftoff
PDXDC1	PDXDC1	chr20	54559512	54617506	54554512	54622506	67994	57994	T3	False	1	True	+	Liftoff
NTAN1	NTAN1	chr20	54597938	54634671	54592938	54639671	46733	36733	T4	False	1	False	-	Liftoff
RRN3	RRN3	chr20	54636748	54678989	54631748	54683989	52241	42241	T3	False	1	True	-	Liftoff
TMEM238-L1	TMEM238	chr20	54685069	54693814	54680069	54698814	18745	8745	T1	True	2	False	-	Liftoff
NSFL1C	NSFL1C	chr20	55077381	55112875	55072381	55117875	45494	35494	T3	False	2	True	+	Liftoff
SIRPA-L1	SIRPA	chr20	55186896	55247731	55181896	55252731	70835	60835	T1	True	2	False	+	Liftoff
FKBP1A	FKBP1A	chr20	55322470	55346440	55317470	55351440	33970	23970	T3	False	2	True	+	Liftoff
SDCBP2	SDCBP2	chr20	55382926	55405971	55377926	55410971	33045	23045	T3	False	1	True	+	Liftoff
SNPH	SNPH	chr20	55405463	55448801	55400463	55453801	53338	43338	T4	False	1	False	-	Liftoff
RAD21L1	RAD21L1	chr20	55455220	55499624	55450220	55504624	54404	44404	T3	False	1	True	-	Liftoff
CUNH20ORF202	CUNH20ORF202	chr20	55517237	55527795	55512237	55532795	20558	10558	T4	False	1	False	-	Liftoff
TMEM74B	TMEM74B	chr20	55542574	55548351	55537574	55553351	15777	5777	T4	False	1	False	+	Liftoff
PSMF1	PSMF1	chr20	55560152	55598534	55555152	55603534	48382	38382	T3	False	1	True	-	Liftoff
RSPO4	RSPO4	chr20	55705191	55721181	55700191	55726181	25990	15990	T3	False	1	True	+	Liftoff
ANGPT4	ANGPT4	chr20	55747334	55783572	55742334	55788572	46238	36238	T3	False	3	True	+	Liftoff
ANGPT4-L1	ANGPT4	chr20	55962298	55980673	55957298	55985673	28375	18375	T2	True	3	True	-	Liftoff
LOC101569213	LOC101569213	chr20	56156399	56169729	56151399	56174729	23330	13330	T4	False	1	False	+	Liftoff
FAM110A	FAM110A	chr20	56186852	56201396	56181852	56206396	24544	14544	T4	False	1	False	-	Liftoff
SLC52A3	SLC52A3	chr20	56214645	56226914	56209645	56231914	22269	12269	T4	False	1	False	+	Liftoff
LOC101582037	LOC101582037	chr20	57444969	57445473	57439969	57450473	10504	504	T3	False	1	True	+	Liftoff
LOC101582429	LOC101582429	chr20	57705685	57721215	57700685	57726215	25530	15530	T3	False	1	True	-	Liftoff
LOC105742117	LOC105742117	chr20	57742626	57753611	57737626	57758611	20985	10985	T3	False	1	True	-	Liftoff
LOC111816694	LOC111816694	chr20	57760701	57760806	57755701	57765806	10105	105	T3	False	1	True	-	Liftoff
EEF1A1-DL18	EEF1A1	chr20	57829977	57831366	57824977	57836366	11389	1389	T2	True	51	True	-	AUGUSTUS
LOC111816666	LOC111816666	chr20	57837125	57857936	57832125	57862936	30811	20811	T3	False	1	True	-	Liftoff
LOC111816695	LOC111816695	chr20	57862329	57862432	57857329	57867432	10103	103	T3	False	1	True	-	Liftoff
ANGPT4-L2	ANGPT4	chr20	57967229	57995439	57962229	58000439	38210	28210	T2	True	3	True	-	Liftoff
DHFR-DL4	DHFR	chr20	58026253	58027094	58021253	58032094	10841	841	T2	True	10	True	-	AUGUSTUS
HPRT1-DL3	HPRT1	chr20	58072369	58074453	58067369	58079453	12084	2084	T2	True	6	True	+	AUGUSTUS
HMGN2-DL6	HMGN2	chr20	58140819	58141092	58135819	58146092	10273	273	T1	True	11	False	+	AUGUSTUS
SCRT2	SCRT2	chr20	58160272	58171713	58155272	58176713	21441	11441	T4	False	1	False	+	Liftoff
SRXN1	SRXN1	chr20	58188607	58194359	58183607	58199359	15752	5752	T3	False	1	True	+	Liftoff
TCF15	TCF15	chr20	58224450	58230783	58219450	58235783	16333	6333	T4	False	1	False	+	Liftoff
CSNK2A1	CSNK2A1	chr20	58315588	58349317	58310588	58354317	43729	33729	T3	False	1	True	+	Liftoff
LOC101565776	LOC101565776	chr20	58349715	58353891	58344715	58358891	14176	4176	T3	False	1	True	+	Liftoff
TBC1D20	TBC1D20	chr20	58370454	58410132	58365454	58415132	49678	39678	T3	False	1	True	+	Liftoff
LOC111816690	LOC111816690	chr20	58391839	58391946	58386839	58396946	10107	107	T4	False	1	False	+	Liftoff
RBCK1	RBCK1	chr20	58410909	58431030	58405909	58436030	30121	20121	T3	False	1	True	-	Liftoff
TRIB3	TRIB3	chr20	58437983	58459680	58432983	58464680	31697	21697	T4	False	1	False	-	Liftoff
NRSN2	NRSN2	chr20	58463969	58467035	58458969	58472035	13066	3066	T4	False	1	False	-	Liftoff
SOX12	SOX12	chr20	58477553	58481920	58472553	58486920	14367	4367	T4	False	1	False	-	Liftoff
ZCCHC3	ZCCHC3	chr20	58509276	58512417	58504276	58517417	13141	3141	T4	False	1	False	-	Liftoff
CUNH20ORF96	CUNH20ORF96	chr20	58525936	58551978	58520936	58556978	36042	26042	T4	False	1	False	+	Liftoff
DEFB132	DEFB132	chr20	58575889	58578437	58570889	58583437	12548	2548	T4	False	1	False	-	Liftoff
DEFB129	DEFB129	chr20	58586023	58589129	58581023	58594129	13106	3106	T4	False	1	False	-	Liftoff
CFL1-DL1	CFL1	chr20	58599034	58599937	58594034	58604937	10903	903	T2	True	3	True	+	AUGUSTUS
LOC111816705	LOC111816705	chr20	58614214	58614342	58609214	58619342	10128	128	T4	False	1	False	+	Liftoff
RPS11-L2	RPS11	chr20	58625038	58625698	58620038	58630698	10660	660	T2	True	8	True	+	Liftoff
DEFB128	DEFB128	chr20	58638247	58640094	58633247	58645094	11847	1847	T3	False	1	True	+	Liftoff
DEFB127	DEFB127	chr20	58645117	58647145	58640117	58652145	12028	2028	T4	False	1	False	-	Liftoff
RPS15A-DL4	RPS15A	chr20	58652291	58652639	58647291	58657639	10348	348	T2	True	9	True	-	AUGUSTUS
LOC101570126	LOC101570126	chr20	58658404	58658875	58653404	58663875	10471	471	T4	False	1	False	-	Liftoff
RPS4	RPS4	chr20	58659883	58660390	58654883	58665390	10507	507	T4	False	3	False	-	Liftoff
LOC101587943	LOC101587943	chr20	58697713	58703520	58692713	58708520	15807	5807	T4	False	1	False	-	Liftoff
DEFB115	DEFB115	chr20	58710908	58714992	58705908	58719992	14084	4084	T4	False	1	False	+	Liftoff
DEFB116	DEFB116	chr20	58751574	58761388	58746574	58766388	19814	9814	T4	False	1	False	-	Liftoff
DEFB119	DEFB119	chr20	58814105	58820003	58809105	58825003	15898	5898	T4	False	1	False	-	Liftoff
LOC101570930	LOC101570930	chr20	58858434	58861364	58853434	58866364	12930	2930	T4	False	1	False	-	Liftoff
DEFB123	DEFB123	chr20	58869662	58872146	58864662	58877146	12484	2484	T4	False	1	False	+	Liftoff
DEFB124	DEFB124	chr20	58928913	58934399	58923913	58939399	15486	5486	T4	False	1	False	-	Liftoff
REM1	REM1	chr20	58936557	58947770	58931557	58952770	21213	11213	T4	False	1	False	+	Liftoff
LOC111816661	LOC111816661	chr20	58955843	58962065	58950843	58967065	16222	6222	T4	False	1	False	-	Liftoff
HM13	HM13	chr20	58977729	59030841	58972729	59035841	63112	53112	T4	False	1	False	+	Liftoff
ID1	ID1	chr20	59058905	59060182	59053905	59065182	11277	1277	T4	False	1	False	+	Liftoff
COX4I2	COX4I2	chr20	59085129	59094476	59080129	59099476	19347	9347	T4	False	1	False	+	Liftoff
BCL2L1	BCL2L1	chr20	59109660	59164207	59104660	59169207	64547	54547	T3	False	1	True	-	Liftoff
TUBA1A-L1	TUBA1A	chr20	59187428	59189208	59182428	59194208	11780	1780	T2	True	3	True	-	Liftoff
TPX2	TPX2	chr20	59192220	59258620	59187220	59263620	76400	66400	T3	False	3	True	+	Liftoff
LOC101576204	LOC101576204	chr20	59215505	59217836	59210505	59222836	12331	2331	T3	False	1	True	+	Liftoff
LOC111816702	LOC111816702	chr20	59226705	59226768	59221705	59231768	10063	63	T3	False	1	True	+	Liftoff
LOC111816663	LOC111816663	chr20	59267301	59277006	59262301	59282006	19705	9705	T4	False	1	False	-	Liftoff
MYLK2	MYLK2	chr20	59276737	59290354	59271737	59295354	23617	13617	T4	False	1	False	+	Liftoff
FOXS1	FOXS1	chr20	59298278	59299539	59293278	59304539	11261	1261	T4	False	1	False	-	Liftoff
DUSP15	DUSP15	chr20	59313105	59321415	59308105	59326415	18310	8310	T4	False	1	False	-	Liftoff
TTLL9	TTLL9	chr20	59326202	59385791	59321202	59390791	69589	59589	T4	False	1	False	+	Liftoff
PDRG1	PDRG1	chr20	59386285	59394953	59381285	59399953	18668	8668	T4	False	1	False	-	Liftoff
XKR7	XKR7	chr20	59411145	59433855	59406145	59438855	32710	22710	T4	False	1	False	+	Liftoff
CCM2L	CCM2L	chr20	59445293	59460225	59440293	59465225	24932	14932	T4	False	1	False	+	Liftoff
HCK	HCK	chr20	59478051	59518952	59473051	59523952	50901	40901	T4	False	1	False	+	Liftoff
TM9SF4	TM9SF4	chr20	59536129	59589294	59531129	59594294	63165	53165	T3	False	1	True	+	Liftoff
PLAGL2	PLAGL2	chr20	59615722	59627131	59610722	59632131	21409	11409	T4	False	1	False	-	Liftoff
POFUT1	POFUT1	chr20	59627221	59649798	59622221	59654798	32577	22577	T4	False	1	False	+	Liftoff
KIF3B	KIF3B	chr20	59679830	59725451	59674830	59730451	55621	45621	T4	False	1	False	+	Liftoff
ASXL1	ASXL1	chr20	59744167	59823667	59739167	59828667	89500	79500	T3	False	1	True	+	AUGUSTUS
NOL4L	NOL4L	chr20	59826815	59949360	59821815	59954360	132545	122545	T4	False	1	False	-	Liftoff
HDAC1-DL5	HDAC1	chr20	59991694	59993143	59986694	59998143	11449	1449	T2	True	10	True	+	AUGUSTUS
COMMD7	COMMD7	chr20	60036662	60068903	60031662	60073903	42241	32241	T4	False	1	False	-	Liftoff
DNMT3B	DNMT3B	chr20	60106241	60135711	60101241	60140711	39470	29470	T3	False	1	True	+	Liftoff
LOC111816712	LOC111816712	chr20	60136459	60136645	60131459	60141645	10186	186	T4	False	1	False	-	Liftoff
LOC111816710	LOC111816710	chr20	60143594	60143699	60138594	60148699	10105	105	T4	False	1	False	+	Liftoff
MAPRE1	MAPRE1	chr20	60146768	60174199	60141768	60179199	37431	27431	T3	False	1	True	+	Liftoff
EFCAB8	EFCAB8	chr20	60187326	60268481	60182326	60273481	91155	81155	T3	False	1	True	+	Liftoff
SNRPE-DL3	SNRPE	chr20	60238338	60238578	60233338	60243578	10240	240	T2	True	10	True	-	AUGUSTUS
SUN5	SUN5	chr20	60273408	60296795	60268408	60301795	33387	23387	T4	False	1	False	-	Liftoff
BPIFB2	BPIFB2	chr20	60301017	60315260	60296017	60320260	24243	14243	T4	False	1	False	+	Liftoff
BPIFB6	BPIFB6	chr20	60322330	60335999	60317330	60340999	23669	13669	T4	False	1	False	+	Liftoff
BPIFB3	BPIFB3	chr20	60342214	60358355	60337214	60363355	26141	16141	T4	False	1	False	+	Liftoff
BPIFB4	BPIFB4	chr20	60361461	60383361	60356461	60388361	31900	21900	T4	False	1	False	+	Liftoff
BPIFA2	BPIFA2	chr20	60398268	60407446	60393268	60412446	19178	9178	T4	False	1	False	+	Liftoff
LOC101560847	LOC101560847	chr20	60451947	60460134	60446947	60465134	18187	8187	T4	False	1	False	-	Liftoff
LOC101587285	LOC101587285	chr20	60495254	60496159	60490254	60501159	10905	905	T3	False	1	True	-	Liftoff
BPIFA3	BPIFA3	chr20	60518299	60528867	60513299	60533867	20568	10568	T4	False	1	False	+	Liftoff
BPIFA1	BPIFA1	chr20	60534797	60541725	60529797	60546725	16928	6928	T4	False	1	False	+	Liftoff
BPIFB1	BPIFB1	chr20	60605609	60625567	60600609	60630567	29958	19958	T4	False	1	False	+	Liftoff
BPIFB9A	BPIFB9A	chr20	60663261	60678399	60658261	60683399	25138	15138	T4	False	1	False	+	Liftoff
CDK5RAP1	CDK5RAP1	chr20	60692188	60733927	60687188	60738927	51739	41739	T3	False	1	True	-	Liftoff
MAOA-DL2	MAOA	chr20	60704428	60706009	60699428	60711009	11581	1581	T2	True	3	True	-	gmst
SNTA1	SNTA1	chr20	60740262	60775856	60735262	60780856	45594	35594	T4	False	1	False	-	Liftoff
RPS29-DL1	RPS29	chr20	60784702	60784873	60779702	60789873	10171	171	T1	True	7	False	-	GeneMark.hmm3
CBFA2T2	CBFA2T2	chr20	60818806	60998795	60813806	61003795	189989	179989	T3	False	1	True	+	Liftoff
LOC111816715	LOC111816715	chr20	60842754	60842858	60837754	60847858	10104	104	T4	False	1	False	+	Liftoff
LOC111816682	LOC111816682	chr20	60990255	60990362	60985255	60995362	10107	107	T4	False	1	False	+	Liftoff
NECAB3	NECAB3	chr20	61007316	61024261	61002316	61029261	26945	16945	T4	False	1	False	-	Liftoff
CUNH20ORF144	CUNH20ORF144	chr20	61013384	61016826	61008384	61021826	13442	3442	T4	False	1	False	+	Liftoff
ACTL10	ACTL10	chr20	61017396	61019494	61012396	61024494	12098	2098	T4	False	1	False	+	Liftoff
E2F1	E2F1	chr20	61026514	61037275	61021514	61042275	20761	10761	T4	False	1	False	-	Liftoff
PXMP4	PXMP4	chr20	61052907	61066052	61047907	61071052	23145	13145	T4	False	1	False	-	Liftoff
ZNF341	ZNF341	chr20	61075513	61140165	61070513	61145165	74652	64652	T4	False	1	False	+	Liftoff
CHMP4B	CHMP4B	chr20	61154602	61204606	61149602	61209606	60004	50004	T3	False	2	True	+	Liftoff
TBCA-L1	TBCA	chr20	61299977	61300580	61294977	61305580	10603	603	T1	True	3	False	-	Liftoff
LOC111816704	LOC111816704	chr20	61318019	61318146	61313019	61323146	10127	127	T4	False	1	False	-	Liftoff
LOC111816707	LOC111816707	chr20	61330982	61331123	61325982	61336123	10141	141	T4	False	1	False	-	Liftoff
RALY	RALY	chr20	61428587	61433090	61423587	61438090	14503	4503	T3	False	1	True	+	Liftoff
LOC111816672	LOC111816672	chr20	61433467	61436438	61428467	61441438	12971	2971	T3	False	1	True	+	Liftoff
EIF2S2	EIF2S2	chr20	61440336	61460293	61435336	61465293	29957	19957	T3	False	1	True	-	Liftoff
LOC101564028	LOC101564028	chr20	61519219	61522010	61514219	61527010	12791	2791	T3	False	1	True	+	Liftoff
HMGB3-L1	HMGB3	chr20	61547093	61548526	61542093	61553526	11433	1433	T1	True	2	False	+	Liftoff
MED4-DL1	MED4	chr20	61646636	61648041	61641636	61653041	11405	1405	T2	True	3	True	-	AUGUSTUS
LOC111816687	LOC111816687	chr20	61657025	61657132	61652025	61662132	10107	107	T4	False	1	False	+	Liftoff
ASIP	ASIP	chr20	61706024	61712306	61701024	61717306	16282	6282	T4	False	1	False	+	Liftoff
AHCY	AHCY	chr20	61720166	61740202	61715166	61745202	30036	20036	T3	False	1	True	-	Liftoff
LOC101563236	LOC101563236	chr20	61767075	61769926	61762075	61774926	12851	2851	T3	False	1	True	+	Liftoff
ITCH	ITCH	chr20	61826918	61950836	61821918	61955836	133918	123918	T3	False	1	True	+	Liftoff
DYNLRB1	DYNLRB1	chr20	61955477	61983335	61950477	61988335	37858	27858	T4	False	2	False	+	Liftoff
MAP1LC3A	MAP1LC3A	chr20	61992371	61993994	61987371	61998994	11623	1623	T3	False	1	True	+	Liftoff
PIGU	PIGU	chr20	61993374	62103932	61988374	62108932	120558	110558	T3	False	1	True	-	Liftoff
LOC101564811	LOC101564811	chr20	62016675	62016975	62011675	62021975	10300	300	T3	False	1	True	-	Liftoff
LOC111816708	LOC111816708	chr20	62106787	62106913	62101787	62111913	10126	126	T4	False	1	False	-	Liftoff
TP53INP2	TP53INP2	chr20	62143056	62151490	62138056	62156490	18434	8434	T4	False	1	False	+	Liftoff
NCOA6	NCOA6	chr20	62152734	62247820	62147734	62252820	105086	95086	T3	False	1	True	-	Liftoff
GGT7	GGT7	chr20	62281058	62307479	62276058	62312479	36421	26421	T4	False	1	False	-	Liftoff
ACSS2	ACSS2	chr20	62311550	62367401	62306550	62372401	65851	55851	T4	False	1	False	+	Liftoff
GSS	GSS	chr20	62365228	62392895	62360228	62397895	37667	27667	T4	False	1	False	-	Liftoff
LOC111816711	LOC111816711	chr20	62418857	62418959	62413857	62423959	10102	102	T4	False	1	False	+	Liftoff
MYH7B	MYH7B	chr20	62420239	62445068	62415239	62450068	34829	24829	T4	False	1	False	+	Liftoff
TRPC4AP	TRPC4AP	chr20	62443800	62543540	62438800	62548540	109740	99740	T3	False	1	True	-	Liftoff
EDEM2	EDEM2	chr20	62574032	62606901	62569032	62611901	42869	32869	T4	False	1	False	-	Liftoff
PROCR	PROCR	chr20	62626639	62634761	62621639	62639761	18122	8122	T4	False	1	False	+	Liftoff
MMP24	MMP24	chr20	62682724	62729307	62677724	62734307	56583	46583	T3	False	1	True	+	Liftoff
EIF6	EIF6	chr20	62729552	62752146	62724552	62757146	32594	22594	T3	False	1	True	-	Liftoff
FAM83C	FAM83C	chr20	62754065	62759565	62749065	62764565	15500	5500	T4	False	1	False	-	Liftoff
UQCC1	UQCC1	chr20	62768537	62883635	62763537	62888635	125098	115098	T3	False	1	True	-	Liftoff
LOC101572782	LOC101572782	chr20	62855510	62860861	62850510	62865861	15351	5351	T3	False	1	True	+	Liftoff
GDF5	GDF5	chr20	62895712	62900052	62890712	62905052	14340	4340	T4	False	1	False	-	Liftoff
CEP250	CEP250	chr20	62912798	62962501	62907798	62967501	59703	49703	T3	False	1	True	+	Liftoff
CUNH20ORF173	CUNH20ORF173	chr20	62969201	62991094	62964201	62996094	31893	21893	T3	False	1	True	-	Liftoff
ERGIC3	ERGIC3	chr20	62991253	62999998	62986253	63004998	18745	8745	T4	False	1	False	+	Liftoff
FER1L4	FER1L4	chr20	62999381	63050227	62994381	63055227	60846	50846	T3	False	1	True	-	Liftoff
SPAG4	SPAG4	chr20	63054252	63059759	63049252	63064759	15507	5507	T3	False	1	True	+	Liftoff
CPNE1	CPNE1	chr20	63059103	63108597	63054103	63113597	59494	49494	T3	False	1	True	-	Liftoff
NFS1	NFS1	chr20	63120134	63149210	63115134	63154210	39076	29076	T4	False	1	False	-	Liftoff
ROMO1	ROMO1	chr20	63149124	63151162	63144124	63156162	12038	2038	T4	False	1	False	+	Liftoff
RBM39	RBM39	chr20	63150378	63194986	63145378	63199986	54608	44608	T3	False	2	True	-	Liftoff
LOC111816713	LOC111816713	chr20	63185900	63186002	63180900	63191002	10102	102	T3	False	1	True	-	Liftoff
PHF20	PHF20	chr20	63222144	63394085	63217144	63399085	181941	171941	T3	False	1	True	+	Liftoff
LOC111816684	LOC111816684	chr20	63293317	63293424	63288317	63298424	10107	107	T4	False	1	False	-	Liftoff
LOC111816700	LOC111816700	chr20	63349135	63349263	63344135	63354263	10128	128	T4	False	1	False	+	Liftoff
SCAND1	SCAND1	chr20	63393362	63396369	63388362	63401369	13007	3007	T3	False	1	True	-	Liftoff
LOC111816675	LOC111816675	chr20	63396479	63405925	63391479	63410925	19446	9446	T3	False	1	True	+	Liftoff
CNBD2	CNBD2	chr20	63408367	63477301	63403367	63482301	78934	68934	T4	False	1	False	+	Liftoff
PDCL3-L1	PDCL3	chr20	63499998	63501031	63494998	63506031	11033	1033	T2	True	2	True	+	Liftoff
EPB41L1	EPB41L1	chr20	63543404	63666745	63538404	63671745	133341	123341	T3	False	1	True	+	Liftoff
LOC101580727	LOC101580727	chr20	63622380	63622997	63617380	63627997	10617	617	T3	False	1	True	+	Liftoff
AAR2	AAR2	chr20	63669886	63738490	63664886	63743490	78604	68604	T3	False	1	True	+	Liftoff
DLGAP4	DLGAP4	chr20	63843969	63925766	63838969	63930766	91797	81797	T4	False	1	False	+	Liftoff
LOC111816714	LOC111816714	chr20	63943126	63943228	63938126	63948228	10102	102	T4	False	1	False	+	Liftoff
AKR1B1-DL2	AKR1B1	chr20	63946036	63947356	63941036	63952356	11320	1320	T2	True	4	True	+	AUGUSTUS
RPL9-DL3	RPL9	chr20	63948384	63948963	63943384	63953963	10579	579	T1	True	4	False	+	AUGUSTUS
MYL9	MYL9	chr20	63952307	63959453	63947307	63964453	17146	7146	T3	False	2	True	+	Liftoff
TGIF2	TGIF2	chr20	64004477	64023259	63999477	64028259	28782	18782	T4	False	1	False	+	Liftoff
CUNH20ORF24	CUNH20ORF24	chr20	64036747	64053288	64031747	64058288	26541	16541	T3	False	1	True	+	Liftoff
SLA2	SLA2	chr20	64051852	64078858	64046852	64083858	37006	27006	T3	False	1	True	-	Liftoff
NDRG3	NDRG3	chr20	64085988	64169378	64080988	64174378	93390	83390	T3	False	1	True	-	Liftoff
DSN1	DSN1	chr20	64175189	64199996	64170189	64204996	34807	24807	T4	False	1	False	-	Liftoff
SOGA1	SOGA1	chr20	64206225	64276107	64201225	64281107	79882	69882	T4	False	1	False	-	Liftoff
TLDC2	TLDC2	chr20	64283109	64302869	64278109	64307869	29760	19760	T4	False	1	False	+	Liftoff
SAMHD1	SAMHD1	chr20	64300939	64374240	64295939	64379240	83301	73301	T3	False	1	True	-	Liftoff
LOC101586891	LOC101586891	chr20	64401321	64404097	64396321	64409097	12776	2776	T3	False	1	True	+	Liftoff
RBL1	RBL1	chr20	64409320	64501903	64404320	64506903	102583	92583	T4	False	1	False	-	Liftoff
MROH8	MROH8	chr20	64507936	64579093	64502936	64584093	81157	71157	T4	False	1	False	-	Liftoff
RPN2	RPN2	chr20	64578667	64646021	64573667	64651021	77354	67354	T3	False	1	True	+	Liftoff
GHRH	GHRH	chr20	64652398	64658514	64647398	64663514	16116	6116	T4	False	1	False	-	Liftoff
MANBAL	MANBAL	chr20	64687505	64721563	64682505	64726563	44058	34058	T3	False	1	True	+	Liftoff
