chrom	start	end	count
chr26	40000000	41000000	610
chr26	41000000	42000000	530
chr26	42000000	43000000	477
chr26	43000000	44000000	372
chr26	44000000	45000000	443
chr26	45000000	46000000	513
chr26	46000000	47000000	439
chr26	47000000	48000000	404
chr26	48000000	49000000	487
chr26	49000000	50000000	417
chr26	50000000	51000000	444
chr26	51000000	52000000	361
chr26	52000000	53000000	392
chr26	53000000	53369913	225
chr27	0	1000000	622
chr27	1000000	2000000	571
chr27	2000000	3000000	523
chr27	3000000	4000000	416
chr27	4000000	5000000	390
chr27	5000000	6000000	478
chr27	6000000	7000000	385
chr27	7000000	8000000	546
chr27	8000000	9000000	419
chr27	9000000	10000000	438
chr27	10000000	11000000	597
chr27	11000000	12000000	527
chr27	12000000	13000000	369
chr27	13000000	14000000	386
chr27	14000000	15000000	516
chr27	15000000	16000000	628
chr27	16000000	17000000	513
chr27	17000000	18000000	339
chr27	18000000	19000000	419
chr27	19000000	20000000	428
chr27	20000000	21000000	521
chr27	21000000	22000000	429
chr27	22000000	23000000	469
chr27	23000000	24000000	559
chr27	24000000	25000000	512
chr27	25000000	26000000	333
chr27	26000000	27000000	399
chr27	27000000	28000000	327
chr27	28000000	29000000	474
chr27	29000000	30000000	390
chr27	30000000	31000000	443
chr27	31000000	32000000	462
chr27	32000000	33000000	455
chr27	33000000	34000000	388
chr27	34000000	35000000	464
chr27	35000000	36000000	449
chr27	36000000	37000000	492
chr27	37000000	38000000	489
chr27	38000000	39000000	395
chr27	39000000	40000000	437
chr27	40000000	41000000	429
chr27	41000000	42000000	412
chr27	42000000	43000000	402
chr27	43000000	44000000	383
chr27	44000000	45000000	448
chr27	45000000	46000000	444
chr27	46000000	47000000	431
chr27	47000000	48000000	380
chr27	48000000	49000000	359
chr27	49000000	50000000	165
chr27	50000000	51000000	436
chr27	51000000	52000000	547
chr27	52000000	53000000	375
chr27	53000000	53342293	181
chr28	0	1000000	451
chr28	1000000	2000000	535
chr28	2000000	3000000	409
chr28	3000000	4000000	424
chr28	4000000	5000000	535
chr28	5000000	6000000	334
chr28	6000000	7000000	356
chr28	7000000	8000000	451
chr28	8000000	9000000	378
chr28	9000000	10000000	393
chr28	10000000	11000000	437
chr28	11000000	12000000	311
chr28	12000000	13000000	358
chr28	13000000	14000000	270
chr28	14000000	15000000	401
chr28	15000000	16000000	359
chr28	16000000	17000000	369
chr28	17000000	18000000	408
chr28	18000000	19000000	495
chr28	19000000	20000000	323
chr28	20000000	21000000	374
chr28	21000000	22000000	455
chr28	22000000	23000000	350
chr28	23000000	24000000	354
chr28	24000000	25000000	502
chr28	25000000	26000000	355
chr28	26000000	27000000	337
chr28	27000000	28000000	370
chr28	28000000	29000000	335
chr28	29000000	30000000	424
chr28	30000000	31000000	389
chr28	31000000	32000000	393
chr28	32000000	33000000	319
chr28	33000000	34000000	379
chr28	34000000	35000000	464
chr28	35000000	36000000	368
chr28	36000000	37000000	465
chr28	37000000	38000000	371
chr28	38000000	39000000	363
chr28	39000000	40000000	385
chr28	40000000	41000000	328
chr28	41000000	42000000	479
chr28	42000000	43000000	640
chr28	43000000	44000000	494
chr28	44000000	44663988	357
chrX	0	1000000	260
chrX	1000000	2000000	342
chrX	2000000	3000000	364
chrX	3000000	4000000	298
chrX	4000000	5000000	323
chrX	5000000	6000000	248
chrX	6000000	7000000	274
chrX	7000000	8000000	279
chrX	8000000	9000000	295
chrX	9000000	10000000	299
chrX	10000000	11000000	298
chrX	11000000	12000000	402
chrX	12000000	13000000	246
chrX	13000000	14000000	264
chrX	14000000	15000000	248
chrX	15000000	16000000	329
chrX	16000000	17000000	359
chrX	17000000	18000000	342
chrX	18000000	19000000	325
chrX	19000000	20000000	336
chrX	20000000	21000000	325
chrX	21000000	22000000	311
chrX	22000000	23000000	296
chrX	23000000	24000000	289
chrX	24000000	25000000	339
chrX	25000000	26000000	338
chrX	26000000	27000000	325
chrX	27000000	28000000	346
chrX	28000000	29000000	338
chrX	29000000	30000000	294
chrX	30000000	31000000	388
chrX	31000000	32000000	322
chrX	32000000	33000000	291
chrX	33000000	34000000	273
chrX	34000000	35000000	216
chrX	35000000	36000000	274
chrX	36000000	37000000	413
chrX	37000000	38000000	262
chrX	38000000	39000000	295
chrX	39000000	40000000	328
chrX	40000000	41000000	310
chrX	41000000	42000000	304
chrX	42000000	43000000	307
chrX	43000000	44000000	350
chrX	44000000	45000000	284
chrX	45000000	46000000	386
chrX	46000000	47000000	294
chrX	47000000	48000000	288
chrX	48000000	49000000	323
chrX	49000000	50000000	315
chrX	50000000	51000000	318
chrX	51000000	52000000	253
chrX	52000000	53000000	473
chrX	53000000	54000000	356
chrX	54000000	55000000	287
chrX	55000000	56000000	239
chrX	56000000	57000000	370
chrX	57000000	58000000	740
chrX	58000000	59000000	348
chrX	59000000	60000000	267
chrX	60000000	61000000	262
chrX	61000000	62000000	269
chrX	62000000	63000000	272
chrX	63000000	64000000	341
chrX	64000000	65000000	338
chrX	65000000	66000000	307
chrX	66000000	67000000	324
chrX	67000000	68000000	283
chrX	68000000	69000000	332
chrX	69000000	70000000	289
chrX	70000000	71000000	314
chrX	71000000	72000000	295
chrX	72000000	73000000	318
chrX	73000000	74000000	320
chrX	74000000	75000000	311
chrX	75000000	76000000	301
chrX	76000000	77000000	323
chrX	77000000	78000000	395
chrX	78000000	79000000	319
chrX	79000000	80000000	330
chrX	80000000	81000000	298
chrX	81000000	82000000	316
chrX	82000000	83000000	251
chrX	83000000	84000000	299
chrX	84000000	85000000	268
chrX	85000000	86000000	259
chrX	86000000	87000000	307
chrX	87000000	88000000	282
chrX	88000000	89000000	310
chrX	89000000	90000000	327
chrX	90000000	91000000	233
chrX	91000000	92000000	251
chrX	92000000	93000000	332
chrX	93000000	94000000	271
chrX	94000000	95000000	251
chrX	95000000	96000000	284
chrX	96000000	97000000	278
chrX	97000000	98000000	204
chrX	98000000	99000000	328
chrX	99000000	100000000	392
chrX	100000000	101000000	479
chrX	101000000	102000000	353
chrX	102000000	103000000	232
chrX	103000000	104000000	243
chrX	104000000	105000000	264
chrX	105000000	106000000	335
chrX	106000000	107000000	680
chrX	107000000	108000000	323
chrX	108000000	109000000	657
chrX	109000000	110000000	342
chrX	110000000	111000000	295
chrX	111000000	112000000	522
chrX	112000000	113000000	386
chrX	113000000	114000000	307
chrX	114000000	115000000	271
chrX	115000000	116000000	286
chrX	116000000	117000000	312
chrX	117000000	118000000	328
chrX	118000000	119000000	270
chrX	119000000	120000000	2947
chrX	120000000	121000000	2633
chrX	121000000	122000000	2
chrX	122000000	123000000	25
chrX	123000000	124000000	30
chrX	124000000	125000000	1254
chrX	125000000	126000000	3191
chrX	126000000	127000000	255
chrX	127000000	128000000	367
chrX	128000000	129000000	260
chrX	129000000	130000000	424
chrX	130000000	131000000	264
chrX	131000000	132000000	237
chrX	132000000	133000000	341
chrX	133000000	134000000	450
chrX	134000000	135000000	440
chrX	135000000	136000000	368
chrX	136000000	137000000	375
chrX	137000000	138000000	281
chrX	138000000	139000000	251
chrX	139000000	140000000	396
chrX	140000000	141000000	627
chrX	141000000	142000000	430
chrX	142000000	143000000	260
chrX	143000000	144000000	282
chrX	144000000	145000000	382
chrX	145000000	146000000	445
chrX	146000000	147000000	419
chrX	147000000	148000000	281
chrX	148000000	149000000	296
chrX	149000000	150000000	294
chrX	150000000	151000000	228
chrX	151000000	152000000	275
chrX	152000000	153000000	319
chrX	153000000	154000000	252
chrX	154000000	155000000	295
chrX	155000000	156000000	294
chrX	156000000	157000000	264
chrX	157000000	158000000	348
chrX	158000000	159000000	386
chrX	159000000	160000000	308
chrX	160000000	161000000	332
chrX	161000000	162000000	335
chrX	162000000	163000000	331
chrX	163000000	164000000	314
chrX	164000000	165000000	313
chrX	165000000	166000000	383
chrX	166000000	167000000	347
chrX	167000000	168000000	364
chrX	168000000	169000000	247
chrX	169000000	170000000	342
chrX	170000000	171000000	448
chrX	171000000	172000000	248
chrX	172000000	173000000	311
chrX	173000000	174000000	324
chrX	174000000	175000000	289
chrX	175000000	176000000	300
chrX	176000000	177000000	267
chrX	177000000	178000000	410
chrX	178000000	179000000	300
chrX	179000000	180000000	355
chrX	180000000	181000000	369
chrX	181000000	182000000	306
chrX	182000000	183000000	316
chrX	183000000	184000000	367
chrX	184000000	185000000	353
chrX	185000000	186000000	326
chrX	186000000	187000000	310
chrX	187000000	188000000	332
chrX	188000000	189000000	349
chrX	189000000	190000000	274
chrX	190000000	191000000	922
chrX	191000000	192000000	641
chrX	192000000	193000000	727
chrX	193000000	194000000	906
chrX	194000000	195000000	1066
chrX	195000000	196000000	993
chrX	196000000	197000000	1440
chrX	197000000	197914338	639
chrY	0	1000000	0
chrY	1000000	2000000	0
chrY	2000000	3000000	0
chrY	3000000	4000000	0
chrY	4000000	5000000	0
chrY	5000000	6000000	0
chrY	6000000	7000000	0
chrY	7000000	8000000	0
chrY	8000000	9000000	0
chrY	9000000	10000000	0
chrY	10000000	11000000	0
chrY	11000000	12000000	0
chrY	12000000	13000000	0
chrY	13000000	14000000	0
chrY	14000000	15000000	0
chrY	15000000	16000000	0
chrY	16000000	17000000	0
chrY	17000000	18000000	0
chrY	18000000	19000000	0
chrY	19000000	20000000	0
chrY	20000000	21000000	0
chrY	21000000	22000000	0
chrY	22000000	23000000	0
chrY	23000000	24000000	0
chrY	24000000	25000000	0
chrY	25000000	26000000	0
chrY	26000000	27000000	0
chrY	27000000	28000000	0
chrY	28000000	29000000	0
chrY	29000000	30000000	0
chrY	30000000	31000000	0
chrY	31000000	32000000	0
chrY	32000000	33000000	0
chrY	33000000	34000000	0
chrY	34000000	35000000	0
chrY	35000000	36000000	0
chrY	36000000	37000000	0
chrY	37000000	38000000	0
chrY	38000000	39000000	0
chrY	39000000	40000000	0
chrY	40000000	41000000	0
chrY	41000000	42000000	0
chrY	42000000	43000000	0
chrY	43000000	44000000	0
chrY	44000000	45000000	0
chrY	45000000	46000000	0
chrY	46000000	47000000	0
chrY	47000000	48000000	0
chrY	48000000	49000000	0
chrY	49000000	50000000	0
chrY	50000000	51000000	0
chrY	51000000	52000000	0
chrY	52000000	53000000	0
chrY	53000000	54000000	0
chrY	54000000	55000000	0
chrY	55000000	56000000	0
chrY	56000000	57000000	0
chrY	57000000	58000000	0
chrY	58000000	59000000	0
chrY	59000000	60000000	0
chrY	60000000	61000000	0
chrY	61000000	62000000	0
chrY	62000000	63000000	0
chrY	63000000	64000000	0
chrY	64000000	65000000	0
chrY	65000000	66000000	0
chrY	66000000	67000000	0
chrY	67000000	68000000	0
chrY	68000000	69000000	0
chrY	69000000	70000000	0
chrY	70000000	71000000	0
chrY	71000000	72000000	0
chrY	72000000	73000000	0
chrY	73000000	74000000	0
chrY	74000000	75000000	0
chrY	75000000	76000000	0
chrY	76000000	77000000	0
chrY	77000000	78000000	0
chrY	78000000	79000000	0
chrY	79000000	80000000	0
chrY	80000000	81000000	0
chrY	81000000	82000000	0
chrY	82000000	83000000	0
chrY	83000000	84000000	0
chrY	84000000	85000000	0
chrY	85000000	86000000	0
chrY	86000000	86258267	0
